city,province,log_pop,log_inscription_count,log_letter_mass,letter_mass,inscription_count,content_residual,scaling_residual,quadrant
Compsa,Apulia et Calabria / Regio II,6.907755278982137,2.1972245773362196,6.490723534502507,659,9,0.41695665233667967,-1.3640792638122545,"Q2: lo-scaling, hi-content"
Butuntum,Apulia et Calabria / Regio II,6.907755278982137,2.1972245773362196,5.814130531825066,335,9,-0.25963635034076127,-1.3640792638122545,"Q3: lo-scaling, lo-content"
Saena,Etruria / Regio VII,6.907755278982137,2.1972245773362196,6.135564891081739,462,9,0.06179800891591114,-1.3640792638122545,"Q2: lo-scaling, hi-content"
Aufidena,Samnium / Regio IV,6.907755278982137,2.1972245773362196,5.863631175598097,352,9,-0.21013570656773073,-1.3640792638122545,"Q3: lo-scaling, lo-content"
Gerunda,Hispania citerior,6.907755278982137,2.1972245773362196,6.054439346269371,426,9,-0.019327535896456638,-1.3640792638122545,"Q3: lo-scaling, lo-content"
Epamanduodurum,Germania superior,8.695506726812653,3.4339872044851463,6.76849321164863,870,31,-0.505898100057272,-1.3563732038669158,"Q3: lo-scaling, lo-content"
Grumentum,Bruttium et Lucania / Regio III,8.405367376233981,3.258096538021482,7.182352111885263,1316,26,0.07871194227296119,-1.3327967270285055,"Q2: lo-scaling, hi-content"
Romula,Dacia,9.447781227991216,3.9889840465642745,7.56164174558878,1923,54,-0.2515294033231479,-1.3185555911126068,"Q3: lo-scaling, lo-content"
Ausculum,Apulia et Calabria / Regio II,7.351799869057777,2.5649493574615367,6.386879319362645,594,13,-0.043867426743188886,-1.3016295375687172,"Q3: lo-scaling, lo-content"
Hispalis,Baetica,8.819813136232225,3.58351893845611,8.915432254432663,7446,36,1.4958785252538984,-1.2923005581982023,"Q2: lo-scaling, hi-content"
Thamusida,Mauretania Tingitana,7.438383530044307,2.6390573296152584,7.301822342137932,1483,14,0.7991330584438252,-1.2870467400566734,"Q2: lo-scaling, hi-content"
Ilugo,Hispania citerior,6.907755278982137,2.302585092994046,6.338594078203183,566,10,0.16254531410554218,-1.2587187481544282,"Q2: lo-scaling, hi-content"
Vada Sabatia,Liguria / Regio IX,6.907755278982137,2.302585092994046,5.730099782973574,308,10,-0.4459489811240669,-1.2587187481544282,"Q3: lo-scaling, lo-content"
Hydruntum,Apulia et Calabria / Regio II,6.907755278982137,2.302585092994046,6.180016653652572,483,10,0.003967889554931325,-1.2587187481544282,"Q2: lo-scaling, hi-content"
Antipolis,Gallia Narbonensis,6.907755278982137,2.302585092994046,6.4692503167957724,645,10,0.29320155269813153,-1.2587187481544282,"Q2: lo-scaling, hi-content"
Metulum,Dalmatia,6.907755278982137,2.302585092994046,6.016157159698354,410,10,-0.15989160439928707,-1.2587187481544282,"Q3: lo-scaling, lo-content"
Pontia,Latium et Campania / Regio I,6.907755278982137,2.302585092994046,6.030685260261263,416,10,-0.14536350383637764,-1.2587187481544282,"Q3: lo-scaling, lo-content"
Nuceria Alfaterna,Latium et Campania / Regio I,10.06172985026664,4.477336814478207,8.013012110368916,3020,88,-0.27424214108842726,-1.2522847558123527,"Q3: lo-scaling, lo-content"
Tifernum Tiberinum,Umbria / Regio VI,8.278174290943738,3.258096538021482,7.532088143541722,1867,26,0.4284479739294209,-1.245353085481709,"Q2: lo-scaling, hi-content"
Sinuessa,Latium et Campania / Regio I,8.321907968230423,3.295836866004329,6.9874902470009905,1083,27,-0.15278747840446893,-1.2376791089161072,"Q3: lo-scaling, lo-content"
Pompaelo,Hispania citerior,7.351799869057777,2.6390573296152584,6.634633357861686,761,14,0.13194407416757947,-1.2275215654149956,"Q2: lo-scaling, hi-content"
Teanum Apulum,Apulia et Calabria / Regio II,8.960596138864794,3.7612001156935624,7.480428306074208,1773,43,-0.11161475725633707,-1.2114059192383029,"Q3: lo-scaling, lo-content"
Ravenna,Aemilia / Regio VIII,10.049966018914853,4.543294782270004,9.181014542594355,9711,94,0.8297296148250961,-1.1782393023715105,"Q2: lo-scaling, hi-content"
Camulodunum,Britannia,8.90598676523643,3.7612001156935624,6.92951677076365,1022,43,-0.6625262925668949,-1.173862663787291,"Q3: lo-scaling, lo-content"
Dierna,Dacia,7.160845906664299,2.5649493574615367,5.424950017481403,227,13,-1.0057967286244311,-1.1703510973817122,"Q3: lo-scaling, lo-content"
Heba,Etruria / Regio VII,7.259819610363186,2.6390573296152584,8.47261414801827,4782,14,1.9699248643241631,-1.164286297929205,"Q2: lo-scaling, hi-content"
Salacia,Lusitania,6.907755278982137,2.3978952727983707,6.523562306149512,681,11,0.254988325211575,-1.1634085683501034,"Q2: lo-scaling, hi-content"
Ris,Dalmatia,6.907755278982137,2.3978952727983707,5.645446897643238,283,11,-0.6231270832946993,-1.1634085683501034,"Q3: lo-scaling, lo-content"
Thubursicum Bure,Africa proconsularis,6.907755278982137,2.3978952727983707,6.687108607866515,802,11,0.4185346269285777,-1.1634085683501034,"Q2: lo-scaling, hi-content"
Curia,Raetia,6.907755278982137,2.3978952727983707,4.969813299576001,144,11,-1.2987606813619363,-1.1634085683501034,"Q3: lo-scaling, lo-content"
Melita,Sicilia,6.907755278982137,2.3978952727983707,6.884486652042782,977,11,0.6159126711048453,-1.1634085683501034,"Q2: lo-scaling, hi-content"
Sena Gallica,Umbria / Regio VI,6.907755278982137,2.3978952727983707,5.877735781779639,357,11,-0.3908381991582983,-1.1634085683501034,"Q3: lo-scaling, lo-content"
Forum Livii,Aemilia / Regio VIII,8.628555659269699,3.58351893845611,7.44716835960004,1715,36,0.027614630421275876,-1.1608134555739298,"Q2: lo-scaling, hi-content"
Sipontum,Apulia et Calabria / Regio II,7.519149957669823,2.833213344056216,6.96979066990159,1064,17,0.2786186095106098,-1.1484166257083581,"Q2: lo-scaling, hi-content"
Regium,Bruttium et Lucania / Regio III,9.351579483668907,4.0943445622221,7.911690520708339,2729,60,-0.00376251013540152,-1.147057589855617,"Q3: lo-scaling, lo-content"
Durobrivae (Britannia) (1),Britannia,7.5953872788539725,2.8903717578961645,5.087596335232384,162,18,-1.6590639704399113,-1.1436704084190517,"Q3: lo-scaling, lo-content"
Iol,Mauretania Caesariensis,10.531215824531195,4.912654885736052,9.290259995152056,10832,136,0.5804076642416707,-1.139732369113208,"Q2: lo-scaling, hi-content"
Hasta,Liguria / Regio IX,8.593969030218288,3.58351893845611,7.469083884921234,1753,36,0.04953015574247033,-1.137035584424864,"Q2: lo-scaling, hi-content"
Feltria,Venetia et Histria / Regio X,7.8013913202914855,3.044522437723423,7.258412150595307,1420,21,0.3621054471680356,-1.1311449082589715,"Q2: lo-scaling, hi-content"
Italica,Baetica,8.93353229607628,3.8501476017100584,7.862497197230545,2598,47,0.18410569296775403,-1.1038523827256066,"Q2: lo-scaling, hi-content"
Arelate,Gallia Narbonensis,9.248021438943871,4.07753744390572,7.720905251936779,2255,59,-0.17823176450140377,-1.0926698588485513,"Q3: lo-scaling, lo-content"
Venta Silurum,Britannia,7.5953872788539725,2.9444389791664403,5.857933154483459,350,19,-0.9412145285314777,-1.089603187148776,"Q3: lo-scaling, lo-content"
Velia,Bruttium et Lucania / Regio III,7.9229859587111955,3.1780538303479458,7.265429723253953,1430,24,0.23949341380835243,-1.0812082955843398,"Q2: lo-scaling, hi-content"
Remesiana,Moesia superior,6.907755278982137,2.4849066497880004,7.004881989712859,1102,12,0.6518391037737272,-1.0763971913604737,"Q2: lo-scaling, hi-content"
Limisa,Africa proconsularis,6.907755278982137,2.4849066497880004,6.990256500493881,1086,12,0.6372136145547485,-1.0763971913604737,"Q2: lo-scaling, hi-content"
Ilipa,Baetica,6.907755278982137,2.4849066497880004,6.923628628138427,1016,12,0.5705857421992953,-1.0763971913604737,"Q2: lo-scaling, hi-content"
Croton,Bruttium et Lucania / Regio III,6.907755278982137,2.4849066497880004,7.016609683894219,1115,12,0.6635667979550872,-1.0763971913604737,"Q2: lo-scaling, hi-content"
Bracara,Hispania citerior,8.232706009860976,3.4011973816621555,6.790097235513905,889,30,-0.45246237182336735,-1.0709933721966878,"Q3: lo-scaling, lo-content"
Pedona,Liguria / Regio IX,7.8636512654486515,3.1780538303479458,6.858565034791365,952,24,-0.1673712746542355,-1.0404164424965754,"Q3: lo-scaling, lo-content"
Atria,Picenum / Regio V,7.980023592310645,3.258096538021482,7.291656209174461,1468,26,0.18801603956215907,-1.0403782414584914,"Q2: lo-scaling, hi-content"
Setia,Latium et Campania / Regio I,7.259819610363186,2.772588722239781,7.1204443723924875,1237,16,0.48812548268005074,-1.0307549053046823,"Q2: lo-scaling, hi-content"
Ancona,Picenum / Regio V,8.662504922576291,3.7376696182833684,7.7279755421055585,2271,42,0.15877541517181903,-1.0300024659867923,"Q2: lo-scaling, hi-content"
Ulpiana,Moesia superior,8.445267451844648,3.6109179126442243,8.011355109161286,3015,37,0.5652030036793656,-1.007406151033123,"Q2: lo-scaling, hi-content"
Panormus,Sicilia,8.52158353971753,3.6635616461296463,7.950502434808851,2837,39,0.45324484546338617,-1.007228765203175,"Q2: lo-scaling, hi-content"
Dard(...),Moesia superior,8.278174290943738,3.4965075614664802,7.19668657083435,1335,33,-0.13839825334321887,-1.0069420620367109,"Q3: lo-scaling, lo-content"
Caere,Etruria / Regio VII,10.13026449508276,4.770684624465665,8.690810307580046,5948,118,0.11877986763539461,-1.006053649544774,"Q2: lo-scaling, hi-content"
Lugdunum,Lugudunensis,10.59563423276249,5.093750200806762,10.077440859659566,23800,163,1.1917848178540833,-1.0029238970382375,"Q2: lo-scaling, hi-content"
Nuceria Camellaria,Umbria / Regio VI,6.907755278982137,2.5649493574615367,6.601230118728877,736,13,0.17048337262304258,-0.9963544836869374,"Q2: lo-scaling, hi-content"
Verulae,Latium et Campania / Regio I,6.907755278982137,2.5649493574615367,7.294377299288821,1472,13,0.8636305531829871,-0.9963544836869374,"Q2: lo-scaling, hi-content"
Laumellum,Transpadana / Regio XI,6.907755278982137,2.5649493574615367,6.75343791859778,857,13,0.3226911724919459,-0.9963544836869374,"Q2: lo-scaling, hi-content"
Narbo Martius,Gallia Narbonensis,10.671997275090702,5.1647859739235145,9.417760962825156,12305,175,0.46314481282829867,-0.9843867521726484,"Q2: lo-scaling, hi-content"
Lindum,Britannia,8.695506726812653,3.8066624897703196,7.237778191923443,1391,45,-0.3983988351469936,-0.9836979185817425,"Q3: lo-scaling, lo-content"
Ferentum,Etruria / Regio VII,8.321907968230423,3.5553480614894135,7.454141078146678,1727,35,0.061935073054430134,-0.9781679134310228,"Q2: lo-scaling, hi-content"
Lepcis Magna,Africa proconsularis,11.94290105526289,6.052089168924417,10.321737255003711,30386,425,0.5057449048035139,-0.970813873094599,"Q2: lo-scaling, hi-content"
Arae Flaviae,Germania superior,8.278174290943738,3.5553480614894135,6.815639990074331,912,35,-0.5765660150179173,-0.9481015620137776,"Q3: lo-scaling, lo-content"
Tarquinii,Etruria / Regio VII,10.174087045006633,4.867534450455582,8.53503310954457,5090,130,-0.13101720497234126,-0.9393312737890076,"Q3: lo-scaling, lo-content"
Calagurris,Hispania citerior,7.438383530044307,2.995732273553991,5.993961427306569,401,20,-0.8549807602975399,-0.930371796117941,"Q3: lo-scaling, lo-content"
Fidenae,Latium et Campania / Regio I,8.819813136232225,3.9512437185814275,7.771488760117616,2372,52,-0.005044833001154103,-0.9245757780728847,"Q3: lo-scaling, lo-content"
Turiaso,Hispania citerior,6.907755278982137,2.6390573296152584,6.1675164908883415,477,14,-0.33517279280576506,-0.9222465115332157,"Q3: lo-scaling, lo-content"
Sacili,Baetica,6.907755278982137,2.6390573296152584,6.837332814685591,932,14,0.33464353099148436,-0.9222465115332157,"Q2: lo-scaling, hi-content"
Vitellia,Latium et Campania / Regio I,6.907755278982137,2.6390573296152584,6.775366090936392,876,14,0.27267680724228516,-0.9222465115332157,"Q2: lo-scaling, hi-content"
Argyruntum,Dalmatia,6.907755278982137,2.6390573296152584,6.066108090103747,431,14,-0.4365811935903592,-0.9222465115332157,"Q3: lo-scaling, lo-content"
Abdera (Baetica),Baetica,6.907755278982137,2.6390573296152584,6.152732694704104,470,14,-0.34995658899000226,-0.9222465115332157,"Q3: lo-scaling, lo-content"
Volturnum,Latium et Campania / Regio I,6.907755278982137,2.6390573296152584,7.2909747781429814,1467,14,0.7882854944488749,-0.9222465115332157,"Q2: lo-scaling, hi-content"
Regium Lepidum,Aemilia / Regio VIII,8.75904072752422,3.912023005428146,8.220941168281389,3718,50,0.48248225927913957,-0.9220162269069863,"Q2: lo-scaling, hi-content"
Placentia,Aemilia / Regio VIII,8.75904072752422,3.9318256327243257,8.069655306886165,3196,51,0.3119724032555533,-0.9022135996108065,"Q2: lo-scaling, hi-content"
Segesta,Sicilia,8.405367376233981,3.6888794541139363,6.061456918928017,429,40,-1.4603786921825597,-0.9020138109360514,"Q3: lo-scaling, lo-content"
Tuficum,Umbria / Regio VI,8.662504922576291,3.8918202981106265,8.122371243406553,3369,49,0.4035247187178381,-0.8758517861595343,"Q2: lo-scaling, hi-content"
Teanum Sidicinum,Latium et Campania / Regio I,9.745897631961357,4.6443908991413725,8.437067146936952,4615,104,-0.01235986968828584,-0.8681000054105876,"Q3: lo-scaling, lo-content"
Catania,Sicilia,10.247431803996042,4.990432586778736,8.637107288081575,5637,147,-0.14825007984677185,-0.866856733998409,"Q3: lo-scaling, lo-content"
Saturnia,Etruria / Regio VII,7.980023592310645,3.4339872044851463,7.57353126274595,1946,31,0.29913995104004876,-0.8644875749948273,"Q2: lo-scaling, hi-content"
Vienna,Gallia Narbonensis,9.637697426500445,4.574710978503383,8.575462099540212,5300,97,0.1936789566300483,-0.8633936497818784,"Q2: lo-scaling, hi-content"
Augustodunum,Lugudunensis,10.611252372919454,5.247024072160486,7.884199933676039,2655,190,-1.1502513177499738,-0.8603873000135129,"Q3: lo-scaling, lo-content"
Isturgi,Baetica,6.907755278982137,2.70805020110221,6.5638555265321274,709,15,-0.005810657298677135,-0.853253640046264,"Q3: lo-scaling, lo-content"
Forum Cassii,Etruria / Regio VII,6.907755278982137,2.70805020110221,6.4425401664681985,628,15,-0.1271260173626061,-0.853253640046264,"Q3: lo-scaling, lo-content"
Baloie,Dalmatia,6.907755278982137,2.70805020110221,6.410174881966167,608,15,-0.15949130186463734,-0.853253640046264,"Q3: lo-scaling, lo-content"
Condate Redonum,Lugudunensis,6.907755278982137,2.70805020110221,7.1049654482698426,1218,15,0.535299264439038,-0.853253640046264,"Q2: lo-scaling, hi-content"
Asido,Baetica,6.907755278982137,2.70805020110221,5.631211781821365,279,15,-0.9384544020094392,-0.853253640046264,"Q3: lo-scaling, lo-content"
Rubi,Apulia et Calabria / Regio II,6.907755278982137,2.70805020110221,6.727431724850855,835,15,0.15776554102005047,-0.853253640046264,"Q2: lo-scaling, hi-content"
Issa,Dalmatia,7.519149957669823,3.1354942159291497,6.709304340258298,820,23,-0.2753159464830848,-0.8461357538354246,"Q3: lo-scaling, lo-content"
Pisae,Etruria / Regio VII,8.278174290943738,3.6888794541139363,8.69851424787661,5994,40,1.1766786367660327,-0.8145701693892549,"Q2: lo-scaling, hi-content"
Tarentum,Apulia et Calabria / Regio II,10.316986965672614,5.093750200806762,8.468002947225466,4760,163,-0.4176530945800163,-0.8113574161576063,"Q3: lo-scaling, lo-content"
Sora,Latium et Campania / Regio I,9.429074214801693,4.48863636973214,8.07775756373692,3222,89,-0.22046607002791063,-0.8060424323731921,"Q3: lo-scaling, lo-content"
Camerinum,Umbria / Regio VI,7.736307096548285,3.332204510175204,7.61972421378267,2038,28,0.4441415065820946,-0.7987182530465389,"Q2: lo-scaling, hi-content"
Anxanum,Samnium / Regio IV,6.907755278982137,2.772588722239781,7.218176838403408,1364,16,0.585857948690971,-0.788715118908693,"Q2: lo-scaling, hi-content"
Iomnium,Mauretania Caesariensis,6.907755278982137,2.772588722239781,6.96979066990159,1064,16,0.33747178018915314,-0.788715118908693,"Q2: lo-scaling, hi-content"
Cissa,Dalmatia,6.907755278982137,2.772588722239781,6.588926477533519,727,16,-0.04339241217891754,-0.788715118908693,"Q3: lo-scaling, lo-content"
Agbia,Africa proconsularis,6.907755278982137,2.772588722239781,7.016609683894219,1115,16,0.3842907941817826,-0.788715118908693,"Q2: lo-scaling, hi-content"
Horta,Etruria / Regio VII,6.907755278982137,2.772588722239781,5.981414211254481,396,16,-0.6509046784579562,-0.788715118908693,"Q3: lo-scaling, lo-content"
Saticula,Apulia et Calabria / Regio II,6.907755278982137,2.772588722239781,6.659293919683638,780,16,0.026975029971200826,-0.788715118908693,"Q2: lo-scaling, hi-content"
Tuscana,Etruria / Regio VII,6.907755278982137,2.772588722239781,6.142037405587356,465,16,-0.4902814841250809,-0.788715118908693,"Q3: lo-scaling, lo-content"
Abodiacum,Raetia,6.907755278982137,2.772588722239781,6.580639137284949,721,16,-0.05167975242748746,-0.788715118908693,"Q3: lo-scaling, lo-content"
Arna,Umbria / Regio VI,6.907755278982137,2.772588722239781,6.156978985585555,472,16,-0.47533990412688176,-0.788715118908693,"Q3: lo-scaling, lo-content"
Paestum,Bruttium et Lucania / Regio III,10.195447959847472,5.049856007249537,9.319015388601839,11148,156,0.4759709522434381,-0.7716950764718797,"Q2: lo-scaling, hi-content"
Aquae Tarbellicae,Aquitani(c)a,7.438383530044307,3.1780538303479458,6.352629396319567,574,24,-0.6733069131260336,-0.7480502393239861,"Q3: lo-scaling, lo-content"
Zucchabar,Mauretania Caesariensis,6.907755278982137,2.833213344056216,7.1204443723924875,1237,17,0.4292723120015074,-0.7280904970922579,"Q2: lo-scaling, hi-content"
Salvium,Dalmatia,6.907755278982137,2.833213344056216,6.139884552226255,464,17,-0.5512875081647248,-0.7280904970922579,"Q3: lo-scaling, lo-content"
Metellinum,Lusitania,6.907755278982137,2.833213344056216,6.278521424165844,533,17,-0.41265063622513587,-0.7280904970922579,"Q3: lo-scaling, lo-content"
Antinum,Samnium / Regio IV,6.907755278982137,2.833213344056216,7.349873704738337,1556,17,0.6587016443473566,-0.7280904970922579,"Q2: lo-scaling, hi-content"
Butua,Dalmatia,6.907755278982137,2.833213344056216,6.501289670540389,666,17,-0.1898823898505908,-0.7280904970922579,"Q3: lo-scaling, lo-content"
Acelum,Venetia et Histria / Regio X,6.907755278982137,2.833213344056216,6.669498089857879,788,17,-0.021673970533100828,-0.7280904970922579,"Q3: lo-scaling, lo-content"
Ucubi,Baetica,6.907755278982137,2.833213344056216,6.755768921984255,859,17,0.06459686159327482,-0.7280904970922579,"Q2: lo-scaling, hi-content"
Brigantium,Raetia,6.907755278982137,2.833213344056216,6.530877627725885,686,17,-0.16029443266509524,-0.7280904970922579,"Q3: lo-scaling, lo-content"
Cluviae,Samnium / Regio IV,6.907755278982137,2.833213344056216,6.54965074223381,699,17,-0.14152131815716995,-0.7280904970922579,"Q3: lo-scaling, lo-content"
Abella,Latium et Campania / Regio I,8.185907481482324,3.713572066704308,7.936302693201959,2797,41,0.39049598751399195,-0.7264452892758513,"Q2: lo-scaling, hi-content"
Thamugadi,Numidia,8.960596138864794,4.248495242049359,9.262648151599528,10537,70,1.1975487230008124,-0.7241107928825059,"Q2: lo-scaling, hi-content"
Rapidum,Mauretania Caesariensis,7.053585727193677,2.9444389791664403,7.596894438144544,1992,19,0.7977467551296069,-0.7171214554196403,"Q2: lo-scaling, hi-content"
Asturica,Hispania citerior,8.087025470667701,3.6635616461296463,7.848933726364071,2563,39,0.3516761370186057,-0.7084755748504872,"Q2: lo-scaling, hi-content"
Mevaniola,Umbria / Regio VI,6.907755278982137,2.8903717578961645,6.705639094860003,817,18,-0.04102121081229182,-0.6709320832523096,"Q3: lo-scaling, lo-content"
Cubulteria,Latium et Campania / Regio I,6.907755278982137,2.8903717578961645,6.470799503782602,646,18,-0.2758608018896931,-0.6709320832523096,"Q3: lo-scaling, lo-content"
Laepia,Baetica,6.907755278982137,2.8903717578961645,6.342121418721152,568,18,-0.40453888695114326,-0.6709320832523096,"Q3: lo-scaling, lo-content"
Carthago,Africa proconsularis,11.533453319421689,6.091309882077698,10.16250005226458,25913,442,0.3084330179478627,-0.650103006892941,"Q2: lo-scaling, hi-content"
Iguvium,Umbria / Regio VI,9.48440514846878,4.6913478822291435,8.149890544402423,3463,109,-0.34512137250609953,-0.64137023875106,"Q3: lo-scaling, lo-content"
Vicetia,Venetia et Histria / Regio X,8.185907481482324,3.8066624897703196,7.5126175446745105,1831,45,-0.12355948239592607,-0.6333548662098396,"Q3: lo-scaling, lo-content"
Cosa,Etruria / Regio VII,7.259819610363186,3.1780538303479458,6.70073110954781,813,24,-0.3252051998977903,-0.6252897971965177,"Q3: lo-scaling, lo-content"
Atina,Latium et Campania / Regio I,8.484049972822984,4.02535169073515,8.118505067587098,3356,56,0.27002893688005347,-0.6196348668582159,"Q2: lo-scaling, hi-content"
Urgao,Baetica,6.907755278982137,2.9444389791664403,6.8308742346461795,926,19,0.03172655163124283,-0.6168648619820338,"Q2: lo-scaling, hi-content"
Mactaris,Africa proconsularis,6.907755278982137,2.9444389791664403,8.255308811785596,3848,19,1.4561611287706597,-0.6168648619820338,"Q2: lo-scaling, hi-content"
Forum Popili (Italia (I Latium and Campania)),Latium et Campania / Regio I,6.907755278982137,2.9444389791664403,7.3453648404168685,1549,19,0.5462171574019319,-0.6168648619820338,"Q2: lo-scaling, hi-content"
Cales,Latium et Campania / Regio I,9.290444616217844,4.584967478670572,8.714567550836485,6091,98,0.3228276026413024,-0.6144052232746722,"Q2: lo-scaling, hi-content"
Londinium,Britannia,10.514638034291343,5.429345628954441,8.24143968982973,3795,228,-0.9700056834377744,-0.6116446042401931,"Q3: lo-scaling, lo-content"
Aquae Statiellae,Liguria / Regio IX,8.232706009860976,3.871201010907891,7.398174092970465,1633,48,-0.3006556399816036,-0.6009897429509521,"Q3: lo-scaling, lo-content"
Lipara,Sicilia,7.6676260915849905,3.4965075614664802,6.736966958001855,843,33,-0.5981178661757136,-0.5871978772805897,"Q3: lo-scaling, lo-content"
Pausulae,Picenum / Regio V,7.259819610363186,3.2188758248682006,6.63200177739563,759,25,-0.4335637081001513,-0.5844678026762629,"Q3: lo-scaling, lo-content"
Sitifis,Mauretania Caesariensis,8.789812386190972,4.276666119016055,8.77786371462117,6489,72,0.6854165619359378,-0.5785282404560261,"Q2: lo-scaling, hi-content"
Cora,Latium et Campania / Regio I,7.351799869057777,3.295836866004329,7.252053951852814,1411,27,0.11177622644735496,-0.5707420290259249,"Q2: lo-scaling, hi-content"
Cabillonum,Lugudunensis,7.351799869057777,3.295836866004329,7.171656822768514,1302,27,0.031379097363054775,-0.5707420290259249,"Q2: lo-scaling, hi-content"
Cannae,Apulia et Calabria / Regio II,6.907755278982137,2.995732273553991,7.358830898342354,1570,20,0.5098887107382444,-0.5655715675944832,"Q2: lo-scaling, hi-content"
Cures,Samnium / Regio IV,6.907755278982137,2.995732273553991,7.90100705199242,2700,20,1.0520648643883108,-0.5655715675944832,"Q2: lo-scaling, hi-content"
Lavinium,Latium et Campania / Regio I,8.232706009860976,3.912023005428146,8.752265313595721,6325,50,1.0138064045934723,-0.5601677484306973,"Q2: lo-scaling, hi-content"
Tiddis,Numidia,7.5953872788539725,3.4965075614664802,7.319202458767849,1509,33,-0.015882365409719768,-0.5375346048487359,"Q3: lo-scaling, lo-content"
Industria,Liguria / Regio IX,8.034631032923107,3.8066624897703196,7.8343923029104365,2526,45,0.19821527583999998,-0.5293542162366176,"Q2: lo-scaling, hi-content"
Ebusus,Hispania citerior,6.907755278982137,3.044522437723423,7.080026499922591,1188,21,0.18371979649531944,-0.5167814034250511,"Q2: lo-scaling, hi-content"
Ansium,Dalmatia,6.907755278982137,3.044522437723423,6.202535517187923,494,21,-0.6937711862393483,-0.5167814034250511,"Q3: lo-scaling, lo-content"
Fagifulae,Samnium / Regio IV,6.907755278982137,3.044522437723423,7.009408932708637,1107,21,0.11310222928136593,-0.5167814034250511,"Q2: lo-scaling, hi-content"
Volaterra,Etruria / Regio VII,8.278174290943738,4.007333185232471,7.453561871643373,1726,55,-0.37742225419917297,-0.49611643827071994,"Q3: lo-scaling, lo-content"
Signia,Latium et Campania / Regio I,7.519149957669823,3.4965075614664802,7.70210434005105,2213,33,0.3670195158734808,-0.48512240829809405,"Q2: lo-scaling, hi-content"
Potentia (Italia (V Picenum)),Picenum / Regio V,7.6676260915849905,3.6109179126442243,6.796823718274855,895,37,-0.6493283872070652,-0.4727875261028456,"Q3: lo-scaling, lo-content"
Ilerda,Hispania citerior,6.907755278982137,3.091042453358316,6.230481447578482,508,22,-0.7109859568659243,-0.470261387790158,"Q3: lo-scaling, lo-content"
Regina,Baetica,6.907755278982137,3.091042453358316,6.588926477533519,727,22,-0.352540926910887,-0.470261387790158,"Q3: lo-scaling, lo-content"
Arpinum,Latium et Campania / Regio I,6.907755278982137,3.091042453358316,6.8501261661455,944,22,-0.09134123829890584,-0.470261387790158,"Q3: lo-scaling, lo-content"
Cambodunum,Raetia,6.907755278982137,3.091042453358316,6.900730664045173,993,22,-0.04073674039923336,-0.470261387790158,"Q3: lo-scaling, lo-content"
Arba,Dalmatia,6.907755278982137,3.091042453358316,7.05444965813294,1158,22,0.11298225368853387,-0.470261387790158,"Q2: lo-scaling, hi-content"
Arretium,Etruria / Regio VII,9.087946723762116,4.59511985013459,8.525558107747866,5042,99,0.12396244033066495,-0.46503810533701984,"Q2: lo-scaling, hi-content"
Falerii Novi,Etruria / Regio VII,8.321907968230423,4.07753744390572,8.265650165580329,3888,59,0.36651314914214606,-0.45597853101471664,"Q2: lo-scaling, hi-content"
Alba Pompeia,Liguria / Regio IX,8.484049972822984,4.189654742026425,7.7306140660637395,2277,66,-0.27736418162029697,-0.45533181556694036,"Q3: lo-scaling, lo-content"
Augusta Praetoria,Transpadana / Regio XI,8.695506726812653,4.343805421853684,7.725330037917135,2265,77,-0.43229460752187787,-0.446554986498378,"Q3: lo-scaling, lo-content"
Lupiae,Apulia et Calabria / Regio II,7.736307096548285,3.6888794541139363,7.395721608602045,1629,40,-0.12611400250853144,-0.4420433091078064,"Q3: lo-scaling, lo-content"
Brixellum,Aemilia / Regio VIII,7.160845906664299,3.295836866004329,7.621684998724611,2042,27,0.48140727331915123,-0.4394635888389198,"Q2: lo-scaling, hi-content"
Trebula Balliensis,Latium et Campania / Regio I,7.351799869057777,3.4339872044851463,7.2078598714324755,1350,31,-0.06653144027342606,-0.4325916905451077,"Q3: lo-scaling, lo-content"
Potentia (Italia (III Lucania et Brutii)),Bruttium et Lucania / Regio III,6.907755278982137,3.1354942159291497,7.02108396428914,1120,23,0.03646367754775692,-0.4258096252193244,"Q2: lo-scaling, hi-content"
Senia,Dalmatia,6.907755278982137,3.1354942159291497,6.960347729101308,1054,23,-0.0242725576400753,-0.4258096252193244,"Q3: lo-scaling, lo-content"
Aquae Balissae,Pannonia superior,6.907755278982137,3.1354942159291497,7.467942332285852,1751,23,0.4833220455444689,-0.4258096252193244,"Q2: lo-scaling, hi-content"
Pitinum Pisaurense,Umbria / Regio VI,6.907755278982137,3.1354942159291497,7.242797922793756,1398,23,0.25817763605237243,-0.4258096252193244,"Q2: lo-scaling, hi-content"
Laus Pompeia,Transpadana / Regio XI,7.736307096548285,3.713572066704308,7.822044008185619,2495,41,0.2762373024976519,-0.4173506965174347,"Q2: lo-scaling, hi-content"
Volubilis,Mauretania Tingitana,8.75904072752422,4.418840607796598,9.135616825780247,9280,83,0.9051495221459227,-0.41519862453853396,"Q2: lo-scaling, hi-content"
Drobeta,Dacia,9.181735114965848,4.709530201312334,8.810907036099737,6707,111,0.2982440873781851,-0.415106089934806,"Q2: lo-scaling, hi-content"
Helvia Ricina,Picenum / Regio V,7.8636512654486515,3.8066624897703196,7.794823152179389,2428,45,0.1586461251089526,-0.4118077830742015,"Q2: lo-scaling, hi-content"
