"n","elapsed_sec","max_rhat","min_ess_bulk","converged"
100,11.8113896846771,1.00107671464402,1887.37379007656,TRUE
500,10.4093117713928,1.00149391754868,1789.64194012189,TRUE
5000,13.4587314128876,1.00287332296753,1850.20395896222,TRUE
