province,province_language,urban_context_pop_est,log_urban_context_pop_est,inscription_count,letter_count,mean_date_range,median_date_range,date_range_std,date_range_se,cv_date_range,avg_variance_date_range,delta_t
Belgica,Latin,5210.0,8.558335134747413,5,281,53.4,59.0,47.236638322387,21.124866863485792,88.45812419922659,816.75,28.578838324886476
Latium et Campania / Regio I,,1000.0,6.907755278982137,2,161,69.0,69.0,42.42640687119285,30.0,61.487546190134566,300.0,17.320508075688775
Dalmatia,Latin,1000.0,6.907755278982137,15,608,165.2,199.0,91.06214518511129,23.51214478479053,55.12236391350562,6394.083333333333,79.96301228276316
Lusitania,Latin,1000.0,6.907755278982137,3,354,232.33333333333334,299.0,115.47005383792515,66.66666666666667,49.700166644731055,3333.3333333333335,57.735026918962575
Mauretania Tingitana,Latin,1000.0,6.907755278982137,37,11194,18.16216216216216,3.0,38.723746313193004,6.366144678558493,213.211103212521,3300.0833333333335,57.446351784367764
Apulia et Calabria / Regio II,Latin,4291.0,8.364275084991524,4,207,64.25,64.5,31.255666152982034,15.627833076491017,48.64695121086698,408.3333333333333,20.207259421636902
Hispania citerior,Latin,1157.0,7.053585727193677,8,144,109.0,74.0,93.8083151964686,33.166247903554,86.06267449217303,6075.0,77.94228634059948
Lycia et Pamphylia,Greek,2290.0,7.736307096548285,3,325,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,173.20508075688775,0.08333333333333333,0.28867513459481287
Apulia et Calabria / Regio II,Latin,1000.0,6.907755278982137,26,1316,85.61538461538461,99.0,45.04493483007999,8.83403852642666,52.613131427766376,1850.0833333333333,43.01259505462712
Pannonia superior,Latin,1989.0,7.5953872788539725,1,16,13.0,13.0,,,,0.0,0.0
Belgica,Latin,1000.0,6.907755278982137,34,943,158.14705882352942,124.0,121.50424169000479,20.837805538649256,76.82990919583713,7450.083333333333,86.31386524384905
Venetia et Histria / Regio X,Latin,1288.0,7.160845906664299,57,2515,100.10526315789474,99.0,61.44471504953699,8.13855132537532,61.380104413312445,3267.0,57.15767664977295
Apulia et Calabria / Regio II,Latin,7172.0,8.877939834725023,272,21210,73.38970588235294,69.0,49.432076890855335,2.9972599163919176,67.35560021196599,7450.083333333333,86.31386524384905
Transpadana / Regio XI,Latin,2138.0,7.6676260915849905,101,4928,91.32673267326733,99.0,55.23931732215579,5.496517509735588,60.48537564546547,3300.0833333333335,57.446351784367764
Macedonia,Greek,14111.0,9.55470991405776,16,2702,104.6875,99.0,98.22336364972779,24.555840912431947,93.82530259078476,7450.083333333333,86.31386524384905
Moesia inferior,Latin,1000.0,6.907755278982137,20,1776,36.15,4.5,77.44490401501403,17.317206988851776,214.23209962659487,7450.083333333333,86.31386524384905
Syria,Greek,1000.0,6.907755278982137,50,4515,32.48,14.0,56.39917498311044,7.976047816776815,173.64278012041393,6580.083333333333,81.11771282114242
Mauretania Caesariensis,Latin,1000.0,6.907755278982137,4,183,49.5,49.5,57.15767664977295,28.578838324886476,115.47005383792515,816.75,28.578838324886476
Hispania citerior,Latin,3762.0,8.232706009860976,19,219,122.3157894736842,99.0,85.82025960729976,19.688517838770803,70.16286284589913,7400.333333333333,86.02519010925424
Africa proconsularis,Latin,1000.0,6.907755278982137,6,550,46.166666666666664,39.0,44.848262693962475,18.309226575084427,97.1442513226624,816.75,28.578838324886476
Dalmatia,Latin,1000.0,6.907755278982137,1,7,299.0,299.0,,,,0.0,0.0
Thracia,Greek,1000.0,6.907755278982137,1,301,0.0,0.0,,,,0.0,0.0
Asia,Greek,1000.0,6.907755278982137,4,271,89.0,99.0,58.309518948453004,29.154759474226502,65.51631342522809,1633.3333333333333,40.414518843273804
Etruria / Regio VII,Latin,1989.0,7.5953872788539725,1,30,74.0,74.0,,,,0.0,0.0
Aemilia / Regio VIII,Latin,5589.0,8.628555659269699,113,3725,113.38053097345133,99.0,75.44360696479463,7.097137545791241,66.54017785686695,3300.0833333333335,57.446351784367764
Arabia,Greek,10160.0,9.226213721132472,35,3402,16.542857142857144,1.0,40.98159045599037,6.927153107884366,247.7298214092682,3300.0833333333335,57.446351784367764
Gallia Narbonensis,Latin,3252.0,8.087025470667701,3,138,27.0,29.0,23.065125189341593,13.316656236958787,85.42638959015405,176.33333333333334,13.279056191361393
Samnium / Regio IV,Latin,1559.0,7.351799869057777,65,2278,119.6,99.0,61.073930608730265,7.575288773373593,51.06515937184805,7450.083333333333,86.31386524384905
Latium et Campania / Regio I,,1000.0,6.907755278982137,41,1847,68.95121951219512,77.0,51.76193158080183,8.083855577594463,75.07036416034222,3300.0833333333335,57.446351784367764
Hispania citerior,Latin,3762.0,8.232706009860976,30,889,120.7,99.0,104.5196401276516,19.082588200078973,86.59456514304192,7400.333333333333,86.02519010925424
Raetia,Latin,1000.0,6.907755278982137,17,686,184.35294117647058,199.0,123.44327704277306,29.93939235410218,66.960297055748,7154.083333333333,84.58181443628017
Barbaricum,Latin,7999.0,8.987071812848821,447,29766,120.23266219239373,99.0,88.49747029816653,4.185786712296582,73.60518238925357,7450.083333333333,86.31386524384905
Aemilia / Regio VIII,Latin,1288.0,7.160845906664299,27,2042,81.0,99.0,28.79503162272697,5.541606419568401,35.54942175645305,833.3333333333334,28.867513459481287
Venetia et Histria / Regio X,Latin,4837.0,8.484049972822984,137,9228,65.64233576642336,49.0,61.08669553163494,5.218988611206455,93.05990534675844,5166.75,71.88010851410841
Apulia et Calabria / Regio II,Latin,10384.0,9.248021438943871,456,13138,69.31359649122807,59.0,30.321578857299965,1.419938027125131,43.745499284743204,3300.0833333333335,57.446351784367764
Africa proconsularis,Latin,5976.0,8.695506726812653,12,2277,69.0,27.5,93.04739750158616,26.860469997467444,134.85130072693647,7400.333333333333,86.02519010925424
Aquitani(c)a,Latin,16077.0,9.68514495816296,333,10939,113.69969969969969,99.0,92.86607746256456,5.089029696622159,81.6766250991337,7450.083333333333,86.31386524384905
Dalmatia,Latin,1000.0,6.907755278982137,147,5914,137.49659863945578,100.0,131.74115208519723,10.865827088534292,95.81411714092614,29900.083333333332,172.9164056222929
Macedonia,Greek,1288.0,7.160845906664299,50,1649,129.38,115.0,69.78330599733985,9.868849776866975,53.93670273407006,5125.333333333333,71.59143337951359
Dalmatia,Latin,1000.0,6.907755278982137,17,666,116.70588235294117,129.0,44.449078598271235,10.780485060120805,38.08640807311547,2133.3333333333335,46.188021535170066
Apulia et Calabria / Regio II,Latin,1000.0,6.907755278982137,9,335,61.44444444444444,49.0,32.61560635306015,10.871868784353383,53.08145699413045,800.3333333333334,28.290163190291665
Bruttium et Lucania / Regio III,Latin,1000.0,6.907755278982137,6,294,49.5,50.0,34.19210435173594,13.95886814895821,69.07495828633525,800.3333333333334,28.290163190291665
Syria,Greek,1000.0,6.907755278982137,5,357,16.0,4.0,21.874642854227357,9.782637681116478,136.716517838921,216.75,14.722431864335457
Macedonia,Greek,3590.0,8.185907481482324,40,2175,115.325,130.0,72.92334841180666,11.530193779366572,63.23290562480525,5166.75,71.88010851410841
Pontus et Bithynia,Greek,35320.0,10.472204654717896,8,720,90.5,99.0,70.63386480395121,24.972842392143853,78.04846939663118,3300.0833333333335,57.446351784367764
Gallia Narbonensis,Latin,1000.0,6.907755278982137,4,190,49.5,49.5,57.15767664977295,28.578838324886476,115.47005383792515,816.75,28.578838324886476
Lugudunensis,Latin,1559.0,7.351799869057777,27,1302,72.37037037037037,69.0,47.44887787288558,9.131540804218723,65.56395611913565,1850.0833333333333,43.01259505462712
Thracia,Greek,1000.0,6.907755278982137,12,762,40.25,12.0,51.07770372855281,14.744862998633959,126.90112727590761,1850.0833333333333,43.01259505462712
Lycia et Pamphylia,Greek,1288.0,7.160845906664299,1,48,100.0,100.0,,,,0.0,0.0
Apulia et Calabria / Regio II,Latin,1000.0,6.907755278982137,8,274,64.0,54.0,22.03892660077359,7.7919372247397956,34.43582281370873,208.33333333333334,14.433756729740644
Etruria / Regio VII,Latin,25091.0,10.13026449508276,119,5964,81.67226890756302,64.0,64.17060275833283,5.88250951019581,78.570858403556,3300.0833333333335,57.446351784367764
Hispania citerior,Latin,7172.0,8.877939834725023,23,937,84.43478260869566,99.0,60.55863130955782,12.627347523610872,71.72237487743716,6816.333333333333,82.56108849411648
Palaestina,Greek,24256.0,10.096419288442098,56,3058,39.42857142857143,13.0,64.37471472638846,8.602433102766307,163.26920401620262,7450.083333333333,86.31386524384905
Lusitania,Latin,1000.0,6.907755278982137,63,2134,90.07936507936508,99.0,43.88706238462155,5.529250135375521,48.72043929922745,3300.0833333333335,57.446351784367764
Lugudunensis,Latin,11517.0,9.351579483668907,2,147,10.0,10.0,12.727922061357855,9.0,127.27922061357854,27.0,5.196152422706632
Britannia,Latin,1700.0,7.438383530044307,12,63,130.33333333333334,114.0,79.6461873005554,22.991873838951506,61.10960662446705,4332.0,65.81793068761733
Belgica,Latin,1000.0,6.907755278982137,1,7,59.0,59.0,,,,0.0,0.0
Aemilia / Regio VIII,Latin,2444.0,7.8013913202914855,16,770,97.3125,99.0,64.97560439631683,16.243901099079206,66.7700494759839,3072.0,55.42562584220407
Latium et Campania / Regio I,,1422.0,7.259819610363186,57,2488,72.89473684210526,60.0,55.79832441497501,7.3906686157646835,76.5464378255975,7450.083333333333,86.31386524384905
Hispania citerior,Latin,1700.0,7.438383530044307,20,401,113.2,83.0,99.60585482685984,22.272546234983412,87.99103783291505,7450.083333333333,86.31386524384905
Africa proconsularis,Latin,2601.0,7.8636512654486515,4,447,40.25,7.0,71.31795005466716,35.65897502733358,177.18745355196813,1800.75,42.4352447854375
Latium et Campania / Regio I,,10834.0,9.290444616217844,98,6091,60.714285714285715,49.0,43.1924487482011,4.363096200843629,71.14050382056651,3300.0833333333335,57.446351784367764
Moesia inferior,Latin,1000.0,6.907755278982137,29,1983,58.89655172413793,20.0,69.29148825669417,12.867106344618042,117.64948240305215,3300.0833333333335,57.446351784367764
Baetica,Latin,1000.0,6.907755278982137,2,416,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Britannia,Latin,6767.0,8.819813136232225,27,455,233.14814814814815,257.0,76.34320467654538,14.692256590267391,32.7445039915286,11781.333333333334,108.54185060764965
Sicilia,Latin,26497.0,10.184786798018687,1,28,0.0,0.0,,,,0.0,0.0
Raetia,Latin,1000.0,6.907755278982137,22,993,144.4090909090909,99.0,121.34902793218649,25.87169968419914,84.03143262537309,7450.083333333333,86.31386524384905
Umbria / Regio VI,Latin,2290.0,7.736307096548285,28,2038,71.0,64.5,53.751830287528435,10.158141103953552,75.70680322187103,3300.0833333333335,57.446351784367764
Britannia,Latin,7376.0,8.90598676523643,43,1022,202.8372093023256,257.0,99.37637216364628,15.154754679796909,48.993166739701785,10920.333333333334,104.50039872332226
Syria,Greek,1000.0,6.907755278982137,3,266,6.0,5.0,6.557438524302,3.7859388972001824,109.2906420717,14.083333333333334,3.7527767497325675
Apulia et Calabria / Regio II,Latin,1000.0,6.907755278982137,20,1570,47.1,35.0,44.06203760488996,9.852571131168597,93.54997368341816,1365.3333333333333,36.95041722813605
Apulia et Calabria / Regio II,Latin,2290.0,7.736307096548285,236,15489,88.21610169491525,99.0,44.22110687017747,2.878548872897517,50.1281580352653,5166.75,71.88010851410841
Etruria / Regio VII,Latin,1000.0,6.907755278982137,137,8854,93.56204379562044,99.0,74.13767611222782,6.334009131180682,79.23905154762998,3300.0833333333335,57.446351784367764
Palaestina,Greek,26497.0,10.184786798018687,2,164,55.5,55.5,61.518289963229634,43.5,110.84376569951286,630.75,25.11473670974872
Africa proconsularis,Latin,3590.0,8.185907481482324,19,856,60.89473684210526,59.0,42.769270818144534,9.81194365185343,70.2347576097447,3300.0833333333335,57.446351784367764
Latium et Campania / Regio I,,44416.0,10.701355043866476,929,44978,102.54574811625403,99.0,66.54709171429245,2.183339256153317,64.8950277673623,13266.75,115.18137870333034
Sardinia,Latin,1000.0,6.907755278982137,395,20271,99.68354430379746,99.0,57.18239237351224,2.877158407204515,57.36392377787261,3300.0833333333335,57.446351784367764
Gallia Narbonensis,Latin,1000.0,6.907755278982137,2,89,21.0,21.0,28.284271247461902,20.0,134.68700594029477,133.33333333333334,11.547005383792516
Baetica,Latin,7172.0,8.877939834725023,14,1176,58.285714285714285,49.0,32.32628978074983,8.639564353224113,55.46177168265902,468.75,21.650635094610966
Barbaricum,Latin,7790.0,8.960596138864794,1648,51607,148.64866504854368,129.0,108.11784811675805,2.6632920310390475,72.73381707225583,7450.083333333333,86.31386524384905
Pannonia superior,Latin,9938.0,9.204121072162266,22,2293,74.81818181818181,54.0,77.6050049709218,16.545442652581237,103.72479400730738,7450.083333333333,86.31386524384905
Gallia Narbonensis,Latin,1000.0,6.907755278982137,3,204,92.33333333333333,99.0,40.414518843273804,23.333333333333336,43.770237014375965,533.3333333333334,23.094010767585033
Liguria / Regio IX,Latin,1559.0,7.351799869057777,11,531,102.0909090909091,49.0,91.47289712855338,27.580116205653585,89.59945399947348,6674.083333333333,81.69506309033204
Samnium / Regio IV,Latin,1000.0,6.907755278982137,45,2172,84.0,99.0,26.758176320519304,3.9888734137737574,31.85497181014203,1365.3333333333333,36.95041722813605
Umbria / Regio VI,Latin,1559.0,7.351799869057777,89,5109,72.24719101123596,50.0,49.85325759823807,5.284434736554332,69.00373135681475,3300.0833333333335,57.446351784367764
Baetica,Latin,2922.0,7.980023592310645,10,447,92.1,49.0,101.10550045483292,31.972366540846203,109.77795923434628,7450.083333333333,86.31386524384905
Mauretania Caesariensis,Latin,11060.0,9.311090275076326,4,190,22.75,18.0,19.172462891692692,9.586231445846346,84.27456216128655,168.75,12.99038105676658
Africa proconsularis,Latin,102074.0,11.533453319421689,442,25914,90.47058823529412,99.0,54.41167753580939,2.5880995719360254,60.14294656103769,7450.083333333333,86.31386524384905
Hispania citerior,Latin,9498.0,9.158836529109067,228,8333,50.64473684210526,44.0,38.43182783422279,2.5452099753790534,75.88513679919284,3300.0833333333335,57.446351784367764
Latium et Campania / Regio I,Latin,1000.0,6.907755278982137,114,6131,84.02631578947368,99.0,59.59323186110657,5.581417542741056,70.92210493961947,3333.3333333333335,57.735026918962575
Macedonia,Greek,1000.0,6.907755278982137,4,128,196.75,174.0,103.86008216185209,51.930041080926046,52.78784353842546,4840.083333333333,69.5707074373499
Latium et Campania / Regio I,,1000.0,6.907755278982137,152,11226,69.63157894736842,49.0,59.58762085433365,4.833194268395534,85.57557038793192,3300.0833333333335,57.446351784367764
Picenum / Regio V,Latin,1157.0,7.053585727193677,7,350,92.28571428571429,80.0,41.36711369237761,15.635299326652289,44.825045796694,1008.3333333333334,31.75426480542942
Etruria / Regio VII,Latin,1157.0,7.053585727193677,31,1960,73.80645161290323,79.0,59.922961294670515,10.762481561668041,81.18932692896792,3300.0833333333335,57.446351784367764
Sicilia,Latin,28210.0,10.247431803996042,147,6240,126.16326530612245,129.0,55.82212955601798,4.604131646557878,44.24594545850665,3300.0833333333335,57.446351784367764
Apulia et Calabria / Regio II,Latin,1000.0,6.907755278982137,2,80,33.0,33.0,38.18376618407357,27.0,115.7083823759805,243.0,15.588457268119896
Asia,Greek,12680.0,9.447781227991216,5,442,34.4,11.0,43.27585932133526,19.35355264544471,125.80191663178854,800.3333333333334,28.290163190291665
Noricum,Latin,1000.0,6.907755278982137,373,19922,128.33512064343162,99.0,98.89601780907799,5.120641699716216,77.06075882676909,13266.75,115.18137870333034
Hispania citerior,Latin,1000.0,6.907755278982137,35,466,74.25714285714285,54.0,75.18539550656756,12.708651381164373,101.25005166332686,7008.333333333333,83.71578903249574
Alpes Maritimae,Latin,1989.0,7.5953872788539725,242,9953,168.06611570247935,149.0,124.58869996229036,8.008864963868334,74.13076659833366,13266.75,115.18137870333034
Lugudunensis,Latin,8421.0,9.038483865029992,1,66,1.0,1.0,,,,0.0,0.0
Etruria / Regio VII,Latin,1989.0,7.5953872788539725,83,5475,123.86746987951807,149.0,72.78765827514276,7.989483446953506,58.762529295174105,7450.083333333333,86.31386524384905
Sicilia,Latin,1000.0,6.907755278982137,8,877,149.0,149.0,53.45224838248488,18.89822365046136,35.87399220300998,833.3333333333334,28.867513459481287
Asia,Greek,1000.0,6.907755278982137,1,197,2.0,2.0,,,,0.0,0.0
Latium et Campania / Regio I,,1000.0,6.907755278982137,57,1973,93.78947368421052,99.0,56.571931721009996,7.493135406615209,60.31799678446633,3300.0833333333335,57.446351784367764
Noricum,Latin,1000.0,6.907755278982137,38,1575,102.23684210526316,99.0,73.53007629186786,11.928153471920195,71.92131014391194,7450.083333333333,86.31386524384905
Pontus et Bithynia,Greek,1000.0,6.907755278982137,4,248,72.75,40.0,86.90368231553828,43.45184115776914,119.45523342342031,2914.0833333333335,53.982250169230014
Africa proconsularis,Latin,1000.0,6.907755278982137,3,373,21.666666666666668,6.0,32.47049943153529,18.74685158751849,149.86384353016285,290.0833333333333,17.03183294109396
Mauretania Caesariensis,Latin,1288.0,7.160845906664299,1,144,0.0,0.0,,,,0.0,0.0
Pannonia inferior,Latin,9063.0,9.111955470054781,1,6,2.0,2.0,,,,0.0,0.0
Asia,Greek,1000.0,6.907755278982137,4,445,39.75,30.0,44.731607020837814,22.365803510418907,112.53234470651022,816.75,28.578838324886476
Africa proconsularis,Latin,4113.0,8.321907968230423,5,4839,16.4,19.0,15.97811002590732,7.145628033979938,97.42750015797147,126.75,11.258330249197702
Picenum / Regio V,Latin,1000.0,6.907755278982137,29,1012,77.03448275862068,49.0,65.44107641809248,12.152102816127977,84.9503677763958,3300.0833333333335,57.446351784367764
Mauretania Caesariensis,Latin,5210.0,8.558335134747413,1020,32039,87.90686274509804,59.0,46.37698229416434,1.45211964299158,52.756953036354915,20750.083333333332,144.04889216281163
Dalmatia,Latin,1000.0,6.907755278982137,16,727,109.125,99.0,72.87512149789758,18.218780374474395,66.78132554217419,7450.083333333333,86.31386524384905
Aemilia / Regio VIII,Latin,2760.0,7.9229859587111955,1,50,0.0,0.0,,,,0.0,0.0
Achaia,Greek,9498.0,9.158836529109067,1,22,99.0,99.0,,,,0.0,0.0
Picenum / Regio V,Latin,1000.0,6.907755278982137,7,212,107.0,99.0,54.04936015655813,20.428737928059416,50.51342070706367,2408.3333333333335,49.07477288111819
Hispania citerior,Latin,12211.0,9.410092463833022,291,5182,178.89690721649484,99.0,97.136464746794,5.694240408208825,54.297453353535516,7450.083333333333,86.31386524384905
Africa proconsularis,Latin,1000.0,6.907755278982137,2,154,199.0,199.0,141.4213562373095,100.0,71.06600815945201,3333.3333333333335,57.735026918962575
Etruria / Regio VII,Latin,3252.0,8.087025470667701,332,11853,80.81927710843374,89.0,41.58800796776162,2.28243845951335,51.45803013303838,9633.333333333334,98.14954576223639
Samnium / Regio IV,Latin,1000.0,6.907755278982137,17,699,136.94117647058823,99.0,82.47914174825907,20.00413019637432,60.229613819604985,6348.0,79.67433714816836
Creta et Cyrenaica,Greek,8633.0,9.063347348235522,12,390,48.416666666666664,39.0,32.58125041780746,9.405396849627873,67.2934604154371,616.3333333333334,24.826061575153908
Germania inferior,Latin,13391.0,9.502338118495565,145,2069,87.89655172413794,59.0,83.73973603257056,6.9542065616503415,95.27078638464285,7450.083333333333,86.31386524384905
Belgica,Latin,28210.0,10.247431803996042,587,13140,176.1771720613288,199.0,78.12973343045547,3.224759211040283,44.347251415329694,13266.75,115.18137870333034
Germania inferior,Latin,14596.0,9.588502797556337,234,5068,123.48717948717949,93.0,90.85243569096275,5.939209518534008,73.57236278960853,7450.083333333333,86.31386524384905
Cilicia,Greek,1000.0,6.907755278982137,1,110,0.0,0.0,,,,0.0,0.0
Lycia et Pamphylia,Greek,1000.0,6.907755278982137,3,301,16.333333333333332,0.0,28.290163190291665,16.333333333333336,173.20508075688775,200.08333333333334,14.145081595145832
Cappadocia,Greek,1000.0,6.907755278982137,5,726,2.8,0.0,5.215361924162119,2.33238075793812,186.26292586293283,12.0,3.4641016151377544
Apulia et Calabria / Regio II,Latin,1000.0,6.907755278982137,9,659,155.77777777777777,149.0,70.71735603403485,23.57245201134495,45.396305585329074,2976.75,54.559600438419636
Transpadana / Regio XI,Latin,3086.0,8.034631032923107,255,12670,130.93725490196078,99.0,61.723315700764054,3.865263961813585,47.13961335677868,7450.083333333333,86.31386524384905
Venetia et Histria / Regio X,Latin,6171.0,8.727616178321068,258,11471,72.31395348837209,59.0,43.58861316374592,2.713708522289818,60.276905162922475,9020.083333333334,94.97411928169345
Lugudunensis,Latin,1000.0,6.907755278982137,15,1218,4.2,3.0,3.648874581879421,0.9421353658679031,86.8779662352243,6.75,2.598076211353316
Aquitani(c)a,Latin,1843.0,7.519149957669823,6,237,37.5,2.5,79.47012017104291,32.443540702786024,211.9203204561144,3300.0833333333335,57.446351784367764
Lusitania,Latin,2760.0,7.9229859587111955,14,334,67.5,74.0,35.07519395198308,9.374239895926156,51.9632502992342,816.75,28.578838324886476
Bruttium et Lucania / Regio III,Latin,1000.0,6.907755278982137,3,133,125.66666666666667,99.0,64.29100507328637,37.118429085533485,51.15995098670003,1200.0,34.64101615137755
Aquitani(c)a,Latin,1000.0,6.907755278982137,1,13,29.0,29.0,,,,0.0,0.0
Bruttium et Lucania / Regio III,Latin,7790.0,8.960596138864794,20,1432,70.15,63.0,41.49606829821985,9.27880295137936,59.15334041086222,1850.0833333333333,43.01259505462712
Aegyptus,Greek,1000.0,6.907755278982137,20,4958,31.1,1.0,45.76243000540947,10.232790430767164,147.14607718781178,816.75,28.578838324886476
Latium et Campania / Regio I,,1559.0,7.351799869057777,27,1411,83.4074074074074,60.0,59.78117742056586,11.504892958745492,71.67370294650436,4070.0833333333335,63.79720474545365
Achaia,Greek,1000.0,6.907755278982137,5,342,76.0,49.0,77.91662210337407,34.84537272006141,102.52187118865008,3300.0833333333335,57.446351784367764
Baetica,Latin,19404.0,9.873234509365107,515,25146,63.6873786407767,59.0,44.30019340941093,1.9520997587667281,69.55882681132543,3366.75,58.023702053557386
Samnium / Regio IV,Latin,1030.0,6.937314081223682,308,16282,84.5909090909091,99.0,49.31638384078636,2.8100617657003935,58.299862681209014,7400.333333333333,86.02519010925424
Dalmatia,Latin,1000.0,6.907755278982137,45,1933,155.22222222222223,149.0,128.2208479873139,19.114035482153398,82.60469805911418,29502.083333333332,171.76170508391365
Britannia,Latin,17849.0,9.789702763229508,61,968,148.80327868852459,199.0,108.60614158081043,13.905591509557327,72.98639017769567,10860.083333333334,104.21172358872745
Achaia,Greek,63698.0,11.061908443893099,8,129,66.25,40.5,68.07296505536226,24.067427603060768,102.75164536658454,3234.0833333333335,56.86900151517814
Sardinia,Latin,1000.0,6.907755278982137,6,539,132.66666666666666,199.0,102.76315811937013,41.9528836249005,77.45966692414835,3300.0833333333335,57.446351784367764
Britannia,Latin,1700.0,7.438383530044307,134,2748,134.30597014925374,162.0,84.3880428058419,7.290016567657507,62.832681757975294,11224.083333333334,105.94377439629633
Etruria / Regio VII,Latin,6767.0,8.819813136232225,24,852,112.79166666666667,99.0,61.87503476795979,12.630188583205836,54.857806960880495,2133.3333333333335,46.188021535170066
Etruria / Regio VII,Latin,1422.0,7.259819610363186,24,813,39.0,23.0,36.54300623030112,7.459309910965364,93.70001597513107,816.75,28.578838324886476
Bruttium et Lucania / Regio III,Latin,1000.0,6.907755278982137,6,384,73.16666666666667,71.0,25.70927199799066,10.495766342250151,35.13795717265238,408.3333333333333,20.207259421636902
Lycia et Pamphylia,Greek,5399.0,8.593969030218288,3,286,3.6666666666666665,2.0,3.785938897200183,2.1858128414340006,103.25287901455044,4.083333333333333,2.0207259421636903
Venetia et Histria / Regio X,Latin,9280.0,9.135616825780247,37,3182,91.13513513513513,99.0,59.007608813591986,9.700791132265199,64.74737621894732,3300.0833333333335,57.446351784367764
Dalmatia,Latin,1000.0,6.907755278982137,4,90,181.5,149.0,78.8986691902975,39.44933459514875,43.47034115167906,2408.3333333333335,49.07477288111819
Bruttium et Lucania / Regio III,Latin,1000.0,6.907755278982137,12,1115,43.5,3.5,63.0346225209895,18.19652814037987,144.90717820917126,3300.0833333333335,57.446351784367764
Latium et Campania / Regio I,,1000.0,6.907755278982137,18,646,101.22222222222223,99.0,71.6663474685094,16.891920092618122,70.80100188985561,7203.0,84.870489570875
Numidia,Latin,1000.0,6.907755278982137,29,3409,16.310344827586206,1.0,57.512795749092625,10.679858056135467,352.61544962445794,7450.083333333333,86.31386524384905
Gallia Narbonensis,Latin,1000.0,6.907755278982137,58,3684,91.82758620689656,99.0,52.34405005850738,6.873110494613355,57.00253292139369,3300.0833333333335,57.446351784367764
Latium et Campania / Regio I,,14596.0,9.588502797556337,236,16382,66.98728813559322,59.0,45.23324713340308,2.94443359221211,67.52512064952323,7450.083333333333,86.31386524384905
Picenum / Regio V,Latin,3937.0,8.278174290943738,18,520,100.11111111111111,88.5,75.03167087295157,17.68513442600707,74.94839487864196,5125.333333333333,71.59143337951359
Samnium / Regio IV,Latin,1000.0,6.907755278982137,20,2700,31.6,14.0,40.80944163200214,9.125268561296673,129.14380263291815,816.75,28.578838324886476
Raetia,Latin,1000.0,6.907755278982137,12,158,145.33333333333334,99.0,124.12188535565525,35.83090196120572,85.40496698783618,7203.0,84.870489570875
Africa proconsularis,Latin,1000.0,6.907755278982137,3,308,0.0,0.0,0.0,0.0,,0.0,0.0
Asia,Greek,1000.0,6.907755278982137,2,147,50.5,50.5,68.58935777509511,48.5,135.82051044573288,784.0833333333334,28.00148805569685
Aegyptus,Greek,1000.0,6.907755278982137,2,224,0.0,0.0,0.0,0.0,,0.0,0.0
Creta et Cyrenaica,Greek,21527.0,9.977063240194447,14,1160,63.07142857142857,40.0,68.6915785743272,18.35859659869957,108.91077010652104,3333.3333333333335,57.735026918962575
Syria,Greek,12680.0,9.447781227991216,1,153,2.0,2.0,,,,0.0,0.0
Syria,Greek,28210.0,10.247431803996042,2,261,23.0,23.0,31.11269837220809,21.999999999999996,135.27260161829605,161.33333333333334,12.701705922171767
Moesia superior,Latin,3937.0,8.278174290943738,33,1335,104.3030303030303,99.0,55.22764527870352,9.61389903406947,52.94922411961698,3267.0,57.15767664977295
Gallia Narbonensis,Latin,2760.0,7.9229859587111955,8,763,63.5,49.0,67.47698020171661,23.85671513731211,106.26296094758523,3300.0833333333335,57.446351784367764
Dalmatia,Latin,1000.0,6.907755278982137,53,1416,152.28301886792454,149.0,122.38344177820954,16.810658580636414,80.36578384642678,20750.083333333332,144.04889216281163
Achaia,Greek,18364.0,9.818147505369113,12,1518,64.25,43.5,55.623940235052814,16.0572484340477,86.57422604677481,3300.0833333333335,57.446351784367764
Achaia,Greek,3937.0,8.278174290943738,12,1424,8.5,2.5,14.538350537926796,4.196860298322588,171.03941809325642,200.08333333333334,14.145081595145832
Liguria / Regio IX,Latin,5399.0,8.593969030218288,83,3872,129.289156626506,99.0,80.90336453561423,8.880297938927853,62.575521912738616,7450.083333333333,86.31386524384905
Hispania citerior,Latin,1000.0,6.907755278982137,40,2727,64.7,49.0,49.70022958209369,7.858296285634725,76.81642902951111,3300.0833333333335,57.446351784367764
Thracia,Greek,1000.0,6.907755278982137,12,2296,42.5,5.0,60.27437266367855,17.399712641305317,141.82205332630247,3300.0833333333335,57.446351784367764
Numidia,Latin,1000.0,6.907755278982137,2,349,1.0,1.0,1.4142135623730951,1.0,141.4213562373095,0.3333333333333333,0.5773502691896257
Belgica | Germania superior,Latin,1000.0,6.907755278982137,189,3533,168.13227513227514,149.0,87.48147807374114,6.363341193326006,52.03134139766836,7450.083333333333,86.31386524384905
Dacia,Latin,1288.0,7.160845906664299,13,227,103.76923076923077,99.0,40.326074786573365,11.184440798552755,38.86130261122711,1950.75,44.16729559300637
Dalmatia,Latin,1000.0,6.907755278982137,1,122,13.0,13.0,,,,0.0,0.0
Thracia,Greek,3937.0,8.278174290943738,6,1723,17.833333333333332,1.5,39.806615865540074,16.250982876258423,223.21466840489762,816.75,28.578838324886476
