province,urban_context_city,n,mean_date_range,mean_date_range_bca_lo,mean_date_range_bca_hi,mean_date_range_pct_lo,mean_date_range_pct_hi,median_date_range,median_date_range_bca_lo,median_date_range_bca_hi,median_date_range_pct_lo,median_date_range_pct_hi,latitude_null_rate,longitude_null_rate,not_before_null_rate,not_after_null_rate
Aemilia / Regio VIII,Bononia,113,114.38053097345133,99.87901159248202,127.61194009821314,,,100.0,,,,,0.0,0.0,0.0,0.0
Africa proconsularis,Simitthus,113,59.53982300884956,50.83456338232253,69.05147644902512,,,50.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Casinum,113,84.89380530973452,74.50654605832476,95.43374665303487,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia superior,Singidunum,110,138.74545454545455,123.00636556097919,155.07257655894537,,,133.0,100.0,175.0,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Rusellae,110,115.12727272727273,102.43636363636364,127.48656317400625,,,100.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Iguvium,109,73.04587155963303,66.02001137106019,81.67048889816019,,,50.0,50.0,61.0,,,0.0,0.0,0.0,0.0
Germania superior,Argentoratum,109,93.3211009174312,77.67824757610312,111.95682909933825,,,60.0,30.0,100.0,,,0.0,0.0,0.0,0.0
Moesia superior,Ratiaria,109,95.4862385321101,84.5229357798165,107.38452985765522,,,100.0,,,,,0.0,0.0,0.0,0.0
Dacia,Drobeta,109,88.14678899082568,78.81886393604661,97.6048495865101,,,86.0,73.0,100.0,,,0.0,0.0,0.0,0.0
Hispania citerior,Valeria,106,112.4245283018868,96.88051483280749,130.54716981132074,,,80.5,70.0,100.0,,,0.0,0.0,0.0,0.0
Dalmatia,Malvesia,105,150.95238095238096,135.5142857142857,169.84059862864564,,,150.0,130.0,170.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Teanum Sidicinum,104,76.5576923076923,66.7484215395456,88.78199321224128,,,70.0,,,,,0.0,0.0,0.0,0.0
Liguria / Regio IX,Augusta Bagiennorum,103,72.90291262135922,67.23112856856567,79.70558018443826,,,50.0,50.0,60.0,,,0.0,0.0,0.0,0.0
Aquitani(c)a,Anderitum,102,192.9607843137255,172.58615964099045,213.8235294117647,,,220.0,140.0,300.0,,,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Bergomum,101,92.32673267326733,81.82829317161898,102.8168866673856,,,100.0,,,,,0.0,0.0,0.0,0.0
Britannia,Eburacum,101,158.20792079207922,139.65302014853359,177.48362099442681,,,179.0,100.0,200.0,,,0.0,0.0,0.0,0.0
Dalmatia,Doclea,101,179.12871287128712,157.4579115951953,204.1549747780533,,,150.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Teate Marrucinorum,99,83.88888888888889,74.93301735933969,96.33741370308277,,,100.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Arretium,99,71.11111111111111,59.95125963824525,82.7374611274263,,,60.0,46.0,76.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Cales,98,61.714285714285715,53.55788764724123,71.02069173871016,,,50.0,,,,,0.0,0.0,0.0,0.0
Picenum / Regio V,Falerio,97,63.03092783505155,55.07152707116848,72.27061612508054,,,60.0,50.0,80.0,,,0.0,0.0,0.0,0.0
Gallia Narbonensis,Vienna,97,80.82474226804123,70.08347782357917,91.08380916969148,,,80.0,,,,,0.0,0.0,0.0,0.0
Dalmatia,Municipium S,97,160.49484536082474,141.43298969072166,183.69389031676215,,,150.0,130.0,163.32461903000421,,,0.0,0.0,0.0,0.0
Pontus et Bithynia,,96,26.635416666666668,18.521898643674792,39.61931258955667,,,4.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Veii,95,81.92631578947369,68.62579872361339,96.76578976656697,,,50.0,,,,,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Ravenna,94,83.88297872340425,72.50603404291695,96.73264118968402,,,100.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Opitergum,94,68.46808510638297,61.96487674868052,74.77228847723934,,,50.0,,,,,0.0,0.0,0.0,0.0
Dalmatia,Aequum,94,158.7659574468085,139.0979242299668,186.0166439596778,,,150.0,,,,,0.0,0.0,0.0,0.0
Dacia,Tibiscum,94,82.97872340425532,71.50175642692565,94.10410765273328,,,80.0,,,,,0.0,0.0,0.0,0.0
Moesia inferior,Montana,93,94.65591397849462,77.71457355963551,115.03203837257738,,,100.0,60.0,100.0,,,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Vercellae,93,124.08602150537635,113.46288301650146,136.58064516129033,,,100.0,,,,,0.0,0.0,0.0,0.0
Picenum / Regio V,Urbs Salvia,93,85.86021505376344,75.29049927818699,97.6670820682784,,,81.0,61.0,100.0,,,0.0,0.0,0.0,0.0
Corsica,Aleria,92,158.81521739130434,133.35409937897515,184.73655978047628,,,114.0,100.0,200.0,,,0.0,0.0,0.0,0.0
Picenum / Regio V,Firmum,91,81.05494505494505,69.14457850629836,96.09558040438259,,,76.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Superaequum,91,80.94505494505495,72.43358301757675,92.34032291402313,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia inferior,Troesmis,91,89.68131868131869,74.025163400948,112.40028044733151,,,61.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Sora,89,67.56179775280899,60.1862992303769,77.19608449930674,,,61.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Carsulae,89,73.24719101123596,63.43759180215407,84.1691788273429,,,51.0,,,,,0.0,0.0,0.0,0.0
Picenum / Regio V,Interamnia Praetuttiorum,88,104.76136363636364,95.60625338509998,114.72452201543918,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia inferior,Histria,88,72.31818181818181,58.91388624844014,86.81518566811964,,,56.0,40.0,100.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Nuceria Alfaterna,88,75.92045454545455,68.74969821813944,84.30968273374964,,,70.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Fundi,88,77.61363636363636,69.93335739249821,86.5772785588627,,,81.5,61.0,100.0,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Iulium Carnicum,87,91.2183908045977,79.19819254128893,107.2874505250969,,,51.0,,,,,0.0,0.0,0.0,0.0
Macedonia,Thessalonica,87,148.35632183908046,129.590585248367,168.10758661609722,,,100.0,100.0,200.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Abellinum,87,84.74712643678161,71.29885057471265,104.85261111467757,,,70.0,,,,,0.0,0.0,0.0,0.0
Aquitani(c)a,Augusta Auscorum,85,194.21176470588236,166.47440471116926,223.4989867847632,,,150.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Ocriculum,85,77.49411764705883,67.38823529411765,91.86801682238716,,,75.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Trebula Suffenas,84,113.64285714285714,98.61966051740895,128.62745244991072,,,100.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Fanum Fortunae,84,110.16666666666667,99.08605291001318,123.8558814034585,,,100.0,,,,,0.0,0.0,0.0,0.0
Liguria / Regio IX,Dertona,83,130.289156626506,113.87626086689866,149.50456931078003,,,100.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Centumcellae,83,124.86746987951807,109.19805584836524,139.98113776586223,,,150.0,100.0,170.0,,,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Parma,82,86.26829268292683,78.5193249452285,93.77442537024163,,,100.0,,,,,0.0,0.0,0.0,0.0
Achaia,Athenae,81,66.9753086419753,51.839506172839506,84.9028950714594,,,40.0,27.0,81.0,,,0.0,0.0,0.0,0.0
Dacia,Napoca,81,89.48148148148148,78.95875661093834,100.69879299980383,,,100.0,,,,,0.0,0.0,0.0,0.0
Mauretania Tingitana,Volubilis,80,10.25,6.8375,16.362748944780197,,,2.0,,,,,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Herdoniae,79,122.9113924050633,108.66554585367055,138.44303797468353,,,100.0,,,,,0.0,0.0,0.0,0.0
Sardinia,Olbia,78,68.33333333333333,57.22688802116479,81.75641025641026,,,60.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Sarsina,78,104.6923076923077,91.9194907191326,117.8256259982567,,,100.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Lucus Feroniae,77,51.35064935064935,40.98381209340699,63.70624811480923,,,46.0,28.0,50.0,,,0.0,0.0,0.0,0.0
Alpes Graiae,,77,166.0909090909091,138.7814890046672,191.57142857142858,,,150.0,100.0,230.0,,,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Augusta Praetoria,77,123.83116883116882,110.53805736226089,136.82984096202742,,,100.0,,,,,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Volcei,77,90.02597402597402,79.61033684033991,101.38619750862084,,,100.0,80.0,100.0,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Terventum,75,108.33333333333333,95.27620941878038,122.78678480471619,,,100.0,,,,,0.0,0.0,0.0,0.0
Baetica,Urso,75,77.0,68.59288253231509,85.38378389036265,,,100.0,71.0,100.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Anagnia,75,86.12,76.8859873694796,96.22970645244925,,,100.0,,,,,0.0,0.0,0.0,0.0
Dalmatia,Aenona,74,186.1216216216216,156.9891125726375,227.08221685818586,,,150.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Interamna Lirenas,74,122.27027027027027,106.13093881963412,140.42866797349708,,,100.0,,,,,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Sitifis,72,40.166666666666664,26.743743427533794,56.685842723574076,,,2.0,,,,,0.0,0.0,0.0,0.0
Liguria / Regio IX,Albintimilium,71,102.09859154929578,89.7541085993613,115.34346185679618,,,100.0,,,,,0.0,0.0,0.0,0.0
Numidia,Thamugadi,70,13.571428571428571,7.565372805985701,24.214270900746836,,,2.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Suasa,70,89.74285714285715,75.69466689571132,108.07550077434098,,,60.5,50.0,100.0,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Florentia,70,90.8,76.08663727380303,105.87827486133375,,,100.0,,,,,0.0,0.0,0.0,0.0
Alpes Poeninae,Forum Claudii,69,201.69565217391303,176.99326191692688,228.1135452002796,,,221.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Suessa,69,68.42028985507247,57.529213729083246,81.67950161549602,,,51.0,50.0,80.0,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Pinna,69,114.89855072463769,100.72463768115944,130.26887197373046,,,100.0,,,,,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Vibo Valentia,68,94.3970588235294,83.17917377919005,104.89485366634108,,,100.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Forum Novum,68,110.6029411764706,97.81469745169296,125.17563119315867,,,100.0,,,,,0.0,0.0,0.0,0.0
Picenum / Regio V,Septempeda,68,68.94117647058823,59.278901623274834,82.42190396943981,,,50.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Tarvisium,67,95.76119402985074,83.45726759255918,109.59811823433968,,,100.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Sentinum,66,116.0,100.22727272727275,132.40988824940024,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia superior,Naissus,66,124.22727272727273,104.73619846201566,148.0215034651068,,,100.0,,,,,0.0,0.0,0.0,0.0
Liguria / Regio IX,Alba Pompeia,66,80.10606060606061,69.87878787878788,93.2948113581669,,,60.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Urvinum Hortense,65,113.06153846153846,97.76924067732078,128.84615384615384,,,100.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Bovianum,65,120.6,106.51503216962614,135.55016361440823,,,100.0,,,,,0.0,0.0,0.0,0.0
,Argentoratum,65,152.41538461538462,127.66191474455576,177.9737555526445,,,100.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Urvinum Mataurense,65,80.73846153846154,65.51921345483757,94.95143075563851,,,100.0,,,,,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Novaria,64,93.96875,85.90625,103.64570223508949,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Privernum,64,70.71875,59.41262969540349,82.69505924954747,,,55.0,50.0,84.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Fabrateria Nova,64,79.875,70.50185311237709,90.2597441172201,,,100.0,,,,,0.0,0.0,0.0,0.0
Pannonia inferior,Sopianae,64,106.84375,87.75331129005305,124.6454275675149,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia inferior,Tropaeum Traiani,63,85.42857142857143,67.7083207135848,116.08748186033611,,,60.0,50.0,80.0,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Forum Iulii (X Venetia et Histria),63,88.93650793650794,76.93413491066447,102.5546360204747,,,100.0,,,,,0.0,0.0,0.0,0.0
Lusitania,Caesarobriga,63,91.07936507936508,81.34920634920636,103.61970687913393,,,100.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Tridentum,63,136.36507936507937,121.53110434087422,150.4279831466462,,,100.0,,,,,0.0,0.0,0.0,0.0
Galatia,Antiochia (Cappadocia et Galatia),63,30.73015873015873,20.840727085987943,49.66274047041863,,,11.0,3.0,16.0,,,0.0,0.0,0.0,0.0
Africa proconsularis,Hadrumetum,62,128.25806451612902,110.57842119115375,141.09996003840064,,,150.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Forum Sempronii,62,126.45161290322581,108.8225806451613,152.89946186499964,,,101.0,,,,,0.0,0.0,0.0,0.0
Sardinia,Sulcis,61,101.09836065573771,85.59814086725373,117.38772193734638,,,100.0,,,,,0.0,0.0,0.0,0.0
Gallia Narbonensis,Nemausus,61,61.377049180327866,44.744265400162135,82.80358235872862,,,40.0,22.0,60.0,,,0.0,0.0,0.0,0.0
Pannonia superior,Mogentiana,60,100.36666666666666,83.57623555413838,122.23691454797401,,,100.0,,,,,0.0,0.0,0.0,0.0
Sardinia,Tharrus,60,102.2,85.48415213816145,120.52503214478084,,,80.0,,,,,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Regium,60,111.4,93.91439119451924,129.68333333333334,,,100.0,,,,,0.0,0.0,0.0,0.0
Britannia,Corinium Dobunnorum,60,152.18333333333334,126.96228279965318,178.25528675859192,,,200.0,,,,,0.0,0.0,0.0,0.0
Gallia Narbonensis,Arelate,59,64.61016949152543,52.9962471084131,76.16312814588753,,,70.0,,,,,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Auzia,59,6.067796610169491,3.694915254237288,12.531815177671447,,,1.0,,,,,0.0,0.0,0.0,0.0
Moesia inferior,Durostorum,59,109.67796610169492,84.84122802212494,134.3475321782879,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Aletrium,58,92.17241379310344,79.74137931034483,105.71358791946578,,,100.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Falerii Novi,58,74.01724137931035,58.776625230838384,94.25330881959374,,,53.5,42.0,61.0,,,0.0,0.0,0.0,0.0
Gallia Narbonensis,Cularo,58,92.82758620689656,80.30413376635133,106.93690264529633,,,100.0,,,,,0.0,0.0,0.0,0.0
Sicilia,Himera,58,75.3103448275862,66.36661003880295,84.00003606106381,,,100.0,,,,,0.0,0.0,0.0,0.0
Galatia,Ancyra,58,36.05172413793103,23.086206896551722,52.3058010307942,,,4.5,2.0,13.0,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Tuder,58,77.89655172413794,63.896551724137936,94.08379669699642,,,54.0,50.0,81.0,,,0.0,0.0,0.0,0.0
Dalmatia,Nedinum,58,157.58620689655172,130.92319312012998,194.12021606476017,,,150.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Aequi,57,66.73684210526316,57.63157894736842,77.265152978058,,,50.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Bellunum,57,101.10526315789474,85.89473684210526,116.4184549791135,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Cereatae,57,94.78947368421052,81.29824561403508,110.35101739364463,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Caiatia,57,73.89473684210526,61.98564789341042,91.05862070099445,,,61.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Palaestina,Caesarea Maritima,56,40.42857142857143,26.660714285714285,61.76866306245381,,,14.0,,,,,0.0,0.0,0.0,0.0
Picenum / Regio V,Auximum,55,58.872727272727275,48.29418945137693,73.9926891634102,,,50.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Volaterra,55,105.81818181818181,87.77419677951119,123.25454545454545,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Gabii,55,65.41818181818182,51.92620584513914,81.52090585082529,,,50.0,,,,,0.0,0.0,0.0,0.0
Liguria / Regio IX,Albingaunum,54,99.0,84.13001770324846,116.73277751217762,,,100.0,,,,,0.0,0.0,0.0,0.0
Noricum,Ovilava,54,112.87037037037037,89.13881500319901,139.75736400325275,,,100.0,,,,,0.0,0.0,0.0,0.0
Hispania citerior,Labitolosa,54,62.27777777777778,53.093660254991924,72.45430440273739,,,50.0,,,,,0.0,0.0,0.0,0.0
Baetica,Parlais,54,55.94444444444444,47.36432420465634,65.22158478172699,,,50.0,,,,,0.0,0.0,0.0,0.0
Dalmatia,Delminium,53,153.28301886792454,123.99253901899453,187.8704502276682,,,150.0,100.0,200.0,,,0.0,0.0,0.0,0.0
Pannonia inferior,Gorsium,53,166.9433962264151,143.82638299496614,190.75471698113208,,,200.0,,,,,0.0,0.0,0.0,0.0
Sardinia,Nora,53,104.15094339622641,82.57762307672542,128.35849056603774,,,80.0,60.0,90.0,,,0.0,0.0,0.0,0.0
Dacia,Romula,53,108.69811320754717,91.08655710885444,124.26686257189232,,,100.0,,,,,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Placentia,51,94.49019607843137,79.07102963598697,110.79664111890662,,,100.0,,,,,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Egnatia,51,91.52941176470588,78.3529411764706,105.03456808011059,,,100.0,,,,,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Veleia,50,56.66,43.60164739824785,73.02256325650671,,,40.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Lavinium,50,60.9,46.74562831608866,77.29559765533881,,,50.0,,,,,0.0,0.0,0.0,0.0
Macedonia,Buthrotum,50,130.38,111.48,149.82356145593934,,,116.0,100.0,150.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Atina,50,72.16,57.92,87.62520549571927,,,65.0,,,,,0.0,0.0,0.0,0.0
Syria,Berytus,49,32.12244897959184,20.893704433566377,53.38202664890293,18.28469387755102,48.572448979591826,15.0,13.0,21.091472282650102,11.0,19.0,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Regium Lepidum,49,87.87755102040816,76.09167457090899,101.71518447947767,75.26377551020408,101.20510204081631,100.0,,,81.0,100.0,0.0,0.0,0.0,0.0
Aegyptus,Diospolis Magna,49,40.3469387755102,20.305793290825967,69.14351183252512,18.652551020408165,65.22500000000001,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Tuficum,49,74.53061224489795,62.44234574883029,87.45379127823396,61.387244897959185,86.96071428571427,70.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Aquae Statiellae,48,103.54166666666667,88.89592605343567,122.78927370518609,87.45677083333334,120.39947916666664,100.0,,,75.0,100.0,0.0,0.0,0.0,0.0
Corsica,,48,182.54166666666666,145.3827687357335,216.3623454162729,148.80885416666666,218.48281249999997,200.0,,,100.0,300.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Narnia,47,72.80851063829788,60.708489113343376,86.50472133122234,59.912765957446815,86.12925531914892,80.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Macomades,47,100.0,93.68085106382979,106.31914893617021,95.7345744680852,106.31914893617021,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Baetica,Italica,47,74.74468085106383,59.88920723670487,92.9227770119736,59.29734042553192,91.68563829787232,60.0,42.0,84.0,42.0,86.0,0.0,0.0,0.0,0.0
Dalmatia,Risinium,46,128.2173913043478,113.54218416929257,143.43478260869566,114.0858695652174,144.17499999999998,140.0,100.0,150.0,100.0,150.0,0.0,0.0,0.0,0.0
Hispania citerior,Ilici,46,115.43478260869566,97.76721456524876,134.65002113545475,96.30271739130434,133.7842391304348,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Aveia,46,69.67391304347827,59.16674727123711,80.757663978644,58.825543478260876,80.30543478260869,60.5,48.5,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Britannia,Lindum,45,167.04444444444445,132.86539970767407,194.7308836348166,136.06277777777777,195.80444444444444,250.0,,,197.5000000000044,250.0,0.0,0.0,0.0,0.0
Germania superior,Aquae Mattiacorum,45,73.13333333333334,54.62422479250888,95.77777777777777,53.45833333333335,94.13666666666666,50.0,,,30.0,80.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Industria,45,72.33333333333333,61.49728864159023,85.33377993914745,60.52944444444445,83.98055555555554,75.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Corinium,45,156.22222222222223,125.2432320078436,201.0910318259773,122.91,196.0244444444444,150.0,,,150.0,150.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Locri,45,106.75555555555556,94.11111111111111,121.19548825394867,94.33222222222221,120.28888888888889,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Lusitania,Egitania,45,76.8,65.97256991723282,88.0317095689781,65.77222222222223,88.2722222222222,100.0,,,60.0,100.0,0.0,0.0,0.0,0.0
Palaestina,,45,26.42222222222222,15.801249659174399,47.889826842426146,13.687777777777779,41.13388888888888,11.0,2.0,13.0,2.0,13.0,0.0,0.0,0.0,0.0
Dalmatia,Scardona,45,137.82222222222222,110.74175968593599,177.295135466344,107.68611111111112,171.49277777777775,130.0,100.0,150.0,100.0,150.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Carseoli,45,85.0,75.65921337404534,91.55830996069169,76.97444444444444,92.4,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Helvia Ricina,45,97.77777777777777,84.28477701013867,115.49021032522091,83.44388888888889,113.38055555555555,100.0,,,78.0,100.0,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Vicetia,44,81.70454545454545,65.52146660779131,101.22154670154433,65.06590909090909,100.68465909090908,50.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Germania superior,Noviodunum (Germania Superior),44,118.68181818181819,90.38807297754356,153.62948659546504,88.42954545454546,150.80227272727268,100.0,,,70.0,115.0,0.0,0.0,0.0,0.0
Dalmatia,Albona,43,156.2325581395349,129.91338959952674,183.03260518046847,128.93023255813952,182.9563953488372,150.0,137.0,211.52802752947082,100.0,150.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Teanum Apulum,43,65.62790697674419,58.18604651162791,73.80290519008457,58.60406976744186,73.27906976744185,60.0,,,50.0,61.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Iuvanum,43,76.3953488372093,58.77390174773159,101.74944965252742,56.858139534883726,99.90755813953488,70.0,50.0,100.0,42.0,100.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Ancona,42,75.73809523809524,61.19842363338368,92.09396369638623,61.87857142857143,90.71726190476188,70.5,42.0,100.0,42.0,100.0,0.0,0.0,0.0,0.0
Britannia,Camulodunum,42,203.92857142857142,169.30108849438074,231.15945160250342,171.21309523809524,233.14523809523808,258.0,,,225.0,258.0,0.0,0.0,0.0,0.0
Noricum,Aguntum,42,109.0952380952381,85.39898056264816,135.9452199251967,84.49642857142858,134.19940476190473,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Abella,41,68.48780487804878,54.39268427501519,87.31591647646877,52.19512195121951,84.39207317073169,51.0,50.0,70.0,50.0,71.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Bovillae,41,69.95121951219512,55.546586658476976,86.20075380909765,54.84939024390245,85.24573170731706,78.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Epidaurum,41,168.2439024390244,141.00148377941915,200.44177332332686,140.7048780487805,197.97560975609755,150.0,,,150.0,150.0,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Laus Pompeia,41,97.3170731707317,83.66244202296632,115.37795813337259,82.53536585365853,111.85731707317072,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Sicilia,Lilybaeum,40,59.3,44.575,76.98008242714688,44.424375,76.30125,60.0,,,30.987500000000022,61.0,0.0,0.0,0.0,0.0
Macedonia,Byllis,40,116.325,94.55983701992847,137.5242247635303,93.64812500000001,139.7775,131.0,,,82.5,150.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Pisae,40,79.5,67.46905128361632,94.03399612805188,66.649375,93.575625,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Asia,Pergamum,40,32.925,23.747212641082573,44.925,22.624375,43.37749999999998,22.0,,,7.0,41.0,0.0,0.0,0.0,0.0
Sicilia,Segesta,40,74.4,65.26175080122528,89.50513942060886,64.4975,86.05125,60.0,,,60.0,60.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Vettona,40,80.05,61.224591683046754,99.64343625508735,61.87125,99.52812499999999,50.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Dertosa,40,65.7,52.53600661986581,82.48091006753776,49.823750000000004,81.175,50.0,,,45.5,80.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Lupiae,40,88.1,72.80495387318855,105.7987118593499,72.89750000000001,104.25249999999998,100.0,,,55.0,100.0,0.0,0.0,0.0,0.0
Sicilia,Panormus,39,60.53846153846154,41.743589743589745,83.96507546424638,39.87051282051282,82.51410256410256,25.0,3.0,100.0,3.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Domavium,39,123.56410256410257,96.3052033349353,163.1069661778428,91.35705128205129,157.776282051282,100.0,45.0,130.0,100.0,150.0,0.0,0.0,0.0,0.0
Hispania citerior,Asturica,39,76.38461538461539,62.82426435255663,90.47830423022077,63.05064102564103,90.58974358974359,84.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Baetica,Obulco,39,72.12820512820512,62.92307692307692,81.59858439826915,62.7423076923077,81.2826923076923,60.0,,,60.0,100.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Sestinum,39,56.07692307692308,42.63320751104125,71.48130754277842,41.51217948717949,70.46474358974358,50.0,22.0,70.0,24.0,70.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Fidenae,39,78.92307692307692,59.8697685718777,100.7058885739814,58.9474358974359,100.18269230769229,80.0,40.0,100.0,40.0,100.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Tegianum,38,82.44736842105263,67.80761404996005,100.11812738190257,66.86776315789473,98.39539473684209,90.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Uthina,38,70.52631578947368,52.88489129175815,88.1285000113098,52.28618421052632,89.47763157894735,100.0,,,20.0,110.0,0.0,0.0,0.0,0.0
