col_a,col_b,p_null_a,p_null_b,p_null_a_given_b,p_null_b_given_a,n_both_null
trismegistos_uri,pleiades_id,0.6875741716023254,0.6640033250753338,0.9999917637853643,0.9657108769138993,121414
trismegistos_uri,transcription,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,clean_text_interpretive_sentence,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,diplomatic_text,0.6875741716023254,0.6640798893099922,0.99987647102422,0.9657108769138993,121414
trismegistos_uri,inscr_process,0.6875741716023254,0.9386829857863968,0.6896137869157136,0.9414674885663153,118366
trismegistos_uri,last_update,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,letter_size,0.6875741716023254,0.8511481900761814,0.797937481928872,0.9877669516802545,124187
trismegistos_uri,type_of_inscription,0.6875741716023254,0.718232678709127,0.9304505409994593,0.9719387552197256,122197
trismegistos_uri,work_status,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,year_of_find,0.6875741716023254,0.85254822179565,0.7862224246428594,0.9748657784847883,122565
trismegistos_uri,present_location,0.6875741716023254,0.7975422880674641,0.8395836333340191,0.973863591171207,122439
trismegistos_uri,text_edition,0.6875741716023254,0.6640033250753338,0.9999917637853643,0.9657108769138993,121414
trismegistos_uri,support_objecttype,0.6875741716023254,0.7480489792346858,0.8934224282257298,0.9720023861602705,122205
trismegistos_uri,support_material,0.6875741716023254,0.8459363532455032,0.7901177900466764,0.9720978325710877,122217
trismegistos_uri,support_decoration,0.6875741716023254,0.6640033250753338,0.9999917637853643,0.9657108769138993,121414
trismegistos_uri,keywords_term,0.6875741716023254,0.716225601986295,0.937081946183684,0.976130443428117,122724
trismegistos_uri,type_of_inscription_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,height_cm,0.6875741716023254,0.7890983467594188,0.8531280970829377,0.9790972360310201,123097
trismegistos_uri,width_cm,0.6875741716023254,0.7913296473123219,0.8511372039503238,0.9795744680851064,123157
trismegistos_uri,depth_cm,0.6875741716023254,0.8398877787074863,0.8045853518778976,0.9828196460528932,123565
trismegistos_uri,material_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,type_of_monument_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,province_label_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,country_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,findspot_ancient_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,modern_region_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,findspot_modern_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,findspot_clean,0.6875741716023254,0.6639978562014296,1.0,0.9657108769138993,121414
trismegistos_uri,language_EDCS,0.6875741716023254,0.9997429629265038,0.6877454788136057,0.9999920461324319,125724
pleiades_id,EDH-ID,0.6640033250753338,0.6630189277725823,1.0,0.9985174813655644,121235
pleiades_id,trismegistos_uri,0.6640033250753338,0.6875741716023254,0.9657108769138993,0.9999917637853643,121414
pleiades_id,transcription,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,clean_text_interpretive_sentence,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,diplomatic_text,0.6640033250753338,0.6640798893099922,0.999884706289272,1.0,121415
pleiades_id,inscr_process,0.6640033250753338,0.9386829857863968,0.6649926299660338,0.940081538524894,114140
pleiades_id,last_update,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,letter_size,0.6640033250753338,0.8511481900761814,0.7801265782118418,1.0,121415
pleiades_id,type_of_inscription,0.6640033250753338,0.718232678709127,0.924488506140972,0.9999917637853643,121414
pleiades_id,work_status,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,year_of_find,0.6640033250753338,0.85254822179565,0.7788454753641968,1.0,121415
pleiades_id,present_location,0.6640033250753338,0.7975422880674641,0.8325550458401048,0.9999917637853643,121414
pleiades_id,text_edition,0.6640033250753338,0.6640033250753338,1.0,1.0,121415
pleiades_id,support_objecttype,0.6640033250753338,0.7480489792346858,0.8876468567000285,1.0,121415
pleiades_id,support_material,0.6640033250753338,0.8459363532455032,0.7849329592324898,1.0,121415
pleiades_id,support_decoration,0.6640033250753338,0.6640033250753338,1.0,1.0,121415
pleiades_id,keywords_term,0.6640033250753338,0.716225601986295,0.9270868330228155,1.0,121415
pleiades_id,type_of_inscription_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,height_cm,0.6640033250753338,0.7890983467594188,0.8414709368004492,1.0,121415
pleiades_id,width_cm,0.6640033250753338,0.7913296473123219,0.8390982535919888,1.0,121415
pleiades_id,depth_cm,0.6640033250753338,0.8398877787074863,0.7905857686096786,1.0,121415
pleiades_id,material_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,type_of_monument_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,province_label_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,country_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,findspot_ancient_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,modern_region_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,findspot_modern_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,findspot_clean,0.6640033250753338,0.6639978562014296,1.0,0.9999917637853643,121414
pleiades_id,language_EDCS,0.6640033250753338,0.9997429629265038,0.6641740424274915,1.0,121415
transcription,EDH-ID,0.6639978562014296,0.6630189277725823,1.0,0.9985257054375937,121235
transcription,trismegistos_uri,0.6639978562014296,0.6875741716023254,0.9657108769138993,1.0,121414
transcription,pleiades_id,0.6639978562014296,0.6640033250753338,0.9999917637853643,1.0,121414
transcription,clean_text_interpretive_sentence,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,diplomatic_text,0.6639978562014296,0.6640798893099922,0.99987647102422,1.0,121414
transcription,inscr_process,0.6639978562014296,0.9386829857863968,0.6649868038522264,0.94008104501952,114139
transcription,last_update,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,letter_size,0.6639978562014296,0.8511481900761814,0.7801201529219006,1.0,121414
transcription,type_of_inscription,0.6639978562014296,0.718232678709127,0.924488506140972,1.0,121414
transcription,work_status,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,year_of_find,0.6639978562014296,0.85254822179565,0.7788390606256936,1.0,121414
transcription,present_location,0.6639978562014296,0.7975422880674641,0.8325550458401048,1.0,121414
transcription,text_edition,0.6639978562014296,0.6640033250753338,0.9999917637853643,1.0,121414
transcription,support_objecttype,0.6639978562014296,0.7480489792346858,0.8876395458499959,1.0,121414
transcription,support_material,0.6639978562014296,0.8459363532455032,0.784926494356163,1.0,121414
transcription,support_decoration,0.6639978562014296,0.6640033250753338,0.9999917637853643,1.0,121414
transcription,keywords_term,0.6639978562014296,0.716225601986295,0.9270791973366727,1.0,121414
transcription,type_of_inscription_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,height_cm,0.6639978562014296,0.7890983467594188,0.8414640062652039,1.0,121414
transcription,width_cm,0.6639978562014296,0.7913296473123219,0.8390913425986717,1.0,121414
transcription,depth_cm,0.6639978562014296,0.8398877787074863,0.7905792571756004,1.0,121414
transcription,material_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,type_of_monument_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,province_label_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,country_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,findspot_ancient_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,modern_region_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,findspot_modern_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,findspot_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
transcription,language_EDCS,0.6639978562014296,0.9997429629265038,0.6641685721475226,1.0,121414
inscription,EDCS-ID,0.012359655023434125,0.012272153040967335,1.0,0.9929203539823008,2244
inscription,trismegistos_uri,0.012359655023434125,0.6875741716023254,0.015613442036190098,0.8685840707964602,1963
inscription,clean_text_interpretive_word_EDCS,0.012359655023434125,0.012359655023434125,1.0,1.0,2260
inscription,province,0.012359655023434125,0.012272153040967335,1.0,0.9929203539823008,2244
inscription,place,0.012359655023434125,0.012272153040967335,1.0,0.9929203539823008,2244
inscription,inscr_type,0.012359655023434125,0.18913006622806297,0.06497412023248417,0.9942477876106195,2247
inscription,status_notation,0.012359655023434125,0.39467769191645746,0.031149539962310166,0.9946902654867257,2248
inscription,inscr_process,0.012359655023434125,0.9386829857863968,0.013161191090706766,0.9995575221238938,2259
inscription,status,0.012359655023434125,0.13822031905410356,0.08886602832950859,0.9938053097345133,2246
inscription,partner_link,0.012359655023434125,0.11631747906788513,0.10574074944755278,0.9951327433628319,2249
inscription,letter_size,0.012359655023434125,0.8511481900761814,0.009580107302342019,0.6597345132743363,1491
inscription,depth_cm,0.012359655023434125,0.8398877787074863,0.0076053550033859454,0.5168141592920354,1168
inscription,language_EDCS,0.012359655023434125,0.9997429629265038,0.01235736244981018,0.9995575221238938,2259
inscription,raw_dating,0.012359655023434125,0.035203141321170556,0.348609600745689,0.9929203539823008,2244
clean_text_conservative,EDH-ID,7.109536075426709e-05,0.6630189277725823,0.00010722976038272776,1.0,13
clean_text_conservative,trismegistos_uri,7.109536075426709e-05,0.6875741716023254,0.00010340027838536488,1.0,13
clean_text_conservative,pleiades_id,7.109536075426709e-05,0.6640033250753338,0.0001070707902647943,1.0,13
clean_text_conservative,transcription,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,inscription,7.109536075426709e-05,0.012359655023434125,0.005752212389380531,1.0,13
clean_text_conservative,clean_text_interpretive_sentence,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,clean_text_interpretive_word,7.109536075426709e-05,7.109536075426709e-05,1.0,1.0,13
clean_text_conservative,clean_text_interpretive_word_EDCS,7.109536075426709e-05,0.012359655023434125,0.005752212389380531,1.0,13
clean_text_conservative,diplomatic_text,7.109536075426709e-05,0.6640798893099922,0.00010705844567607408,1.0,13
clean_text_conservative,inscr_process,7.109536075426709e-05,0.9386829857863968,6.991336568768534e-05,0.9230769230769231,12
clean_text_conservative,last_update,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,letter_size,7.109536075426709e-05,0.8511481900761814,8.352876923571177e-05,1.0,13
clean_text_conservative,type_of_inscription,7.109536075426709e-05,0.718232678709127,9.898653021754194e-05,1.0,13
clean_text_conservative,work_status,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,year_of_find,7.109536075426709e-05,0.85254822179565,8.339160054140393e-05,1.0,13
clean_text_conservative,present_location,7.109536075426709e-05,0.7975422880674641,8.914306089842492e-05,1.0,13
clean_text_conservative,text_edition,7.109536075426709e-05,0.6640033250753338,0.0001070707902647943,1.0,13
clean_text_conservative,support_objecttype,7.109536075426709e-05,0.7480489792346858,9.504105042293268e-05,1.0,13
clean_text_conservative,support_material,7.109536075426709e-05,0.8459363532455032,8.404339224990626e-05,1.0,13
clean_text_conservative,support_decoration,7.109536075426709e-05,0.6640033250753338,0.0001070707902647943,1.0,13
clean_text_conservative,keywords_term,7.109536075426709e-05,0.716225601986295,9.926391985583824e-05,1.0,13
clean_text_conservative,type_of_inscription_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,height_cm,7.109536075426709e-05,0.7890983467594188,9.009695818808087e-05,1.0,13
clean_text_conservative,width_cm,7.109536075426709e-05,0.7913296473123219,8.984291312190301e-05,1.0,13
clean_text_conservative,depth_cm,7.109536075426709e-05,0.8398877787074863,8.464864301713809e-05,1.0,13
clean_text_conservative,material_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,type_of_monument_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,province_label_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,country_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,findspot_ancient_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,modern_region_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,findspot_modern_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,findspot_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_conservative,language_EDCS,7.109536075426709e-05,0.9997429629265038,7.111363959607453e-05,1.0,13
clean_text_interpretive_sentence,EDH-ID,0.6639978562014296,0.6630189277725823,1.0,0.9985257054375937,121235
clean_text_interpretive_sentence,trismegistos_uri,0.6639978562014296,0.6875741716023254,0.9657108769138993,1.0,121414
clean_text_interpretive_sentence,pleiades_id,0.6639978562014296,0.6640033250753338,0.9999917637853643,1.0,121414
clean_text_interpretive_sentence,transcription,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,diplomatic_text,0.6639978562014296,0.6640798893099922,0.99987647102422,1.0,121414
clean_text_interpretive_sentence,inscr_process,0.6639978562014296,0.9386829857863968,0.6649868038522264,0.94008104501952,114139
clean_text_interpretive_sentence,last_update,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,letter_size,0.6639978562014296,0.8511481900761814,0.7801201529219006,1.0,121414
clean_text_interpretive_sentence,type_of_inscription,0.6639978562014296,0.718232678709127,0.924488506140972,1.0,121414
clean_text_interpretive_sentence,work_status,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,year_of_find,0.6639978562014296,0.85254822179565,0.7788390606256936,1.0,121414
clean_text_interpretive_sentence,present_location,0.6639978562014296,0.7975422880674641,0.8325550458401048,1.0,121414
clean_text_interpretive_sentence,text_edition,0.6639978562014296,0.6640033250753338,0.9999917637853643,1.0,121414
clean_text_interpretive_sentence,support_objecttype,0.6639978562014296,0.7480489792346858,0.8876395458499959,1.0,121414
clean_text_interpretive_sentence,support_material,0.6639978562014296,0.8459363532455032,0.784926494356163,1.0,121414
clean_text_interpretive_sentence,support_decoration,0.6639978562014296,0.6640033250753338,0.9999917637853643,1.0,121414
clean_text_interpretive_sentence,keywords_term,0.6639978562014296,0.716225601986295,0.9270791973366727,1.0,121414
clean_text_interpretive_sentence,type_of_inscription_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,height_cm,0.6639978562014296,0.7890983467594188,0.8414640062652039,1.0,121414
clean_text_interpretive_sentence,width_cm,0.6639978562014296,0.7913296473123219,0.8390913425986717,1.0,121414
clean_text_interpretive_sentence,depth_cm,0.6639978562014296,0.8398877787074863,0.7905792571756004,1.0,121414
clean_text_interpretive_sentence,material_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,type_of_monument_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,province_label_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,country_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,findspot_ancient_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,modern_region_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,findspot_modern_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,findspot_clean,0.6639978562014296,0.6639978562014296,1.0,1.0,121414
clean_text_interpretive_sentence,language_EDCS,0.6639978562014296,0.9997429629265038,0.6641685721475226,1.0,121414
clean_text_interpretive_word,EDH-ID,7.109536075426709e-05,0.6630189277725823,0.00010722976038272776,1.0,13
clean_text_interpretive_word,trismegistos_uri,7.109536075426709e-05,0.6875741716023254,0.00010340027838536488,1.0,13
clean_text_interpretive_word,pleiades_id,7.109536075426709e-05,0.6640033250753338,0.0001070707902647943,1.0,13
clean_text_interpretive_word,transcription,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,inscription,7.109536075426709e-05,0.012359655023434125,0.005752212389380531,1.0,13
clean_text_interpretive_word,clean_text_conservative,7.109536075426709e-05,7.109536075426709e-05,1.0,1.0,13
clean_text_interpretive_word,clean_text_interpretive_sentence,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,clean_text_interpretive_word_EDCS,7.109536075426709e-05,0.012359655023434125,0.005752212389380531,1.0,13
clean_text_interpretive_word,diplomatic_text,7.109536075426709e-05,0.6640798893099922,0.00010705844567607408,1.0,13
clean_text_interpretive_word,inscr_process,7.109536075426709e-05,0.9386829857863968,6.991336568768534e-05,0.9230769230769231,12
clean_text_interpretive_word,last_update,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,letter_size,7.109536075426709e-05,0.8511481900761814,8.352876923571177e-05,1.0,13
clean_text_interpretive_word,type_of_inscription,7.109536075426709e-05,0.718232678709127,9.898653021754194e-05,1.0,13
clean_text_interpretive_word,work_status,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,year_of_find,7.109536075426709e-05,0.85254822179565,8.339160054140393e-05,1.0,13
clean_text_interpretive_word,present_location,7.109536075426709e-05,0.7975422880674641,8.914306089842492e-05,1.0,13
clean_text_interpretive_word,text_edition,7.109536075426709e-05,0.6640033250753338,0.0001070707902647943,1.0,13
clean_text_interpretive_word,support_objecttype,7.109536075426709e-05,0.7480489792346858,9.504105042293268e-05,1.0,13
clean_text_interpretive_word,support_material,7.109536075426709e-05,0.8459363532455032,8.404339224990626e-05,1.0,13
clean_text_interpretive_word,support_decoration,7.109536075426709e-05,0.6640033250753338,0.0001070707902647943,1.0,13
clean_text_interpretive_word,keywords_term,7.109536075426709e-05,0.716225601986295,9.926391985583824e-05,1.0,13
clean_text_interpretive_word,type_of_inscription_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,height_cm,7.109536075426709e-05,0.7890983467594188,9.009695818808087e-05,1.0,13
clean_text_interpretive_word,width_cm,7.109536075426709e-05,0.7913296473123219,8.984291312190301e-05,1.0,13
clean_text_interpretive_word,depth_cm,7.109536075426709e-05,0.8398877787074863,8.464864301713809e-05,1.0,13
clean_text_interpretive_word,material_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,type_of_monument_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,province_label_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,country_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,findspot_ancient_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,modern_region_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,findspot_modern_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,findspot_clean,7.109536075426709e-05,0.6639978562014296,0.00010707167213006737,1.0,13
clean_text_interpretive_word,language_EDCS,7.109536075426709e-05,0.9997429629265038,7.111363959607453e-05,1.0,13
clean_text_interpretive_word_EDCS,EDCS-ID,0.012359655023434125,0.012272153040967335,1.0,0.9929203539823008,2244
clean_text_interpretive_word_EDCS,trismegistos_uri,0.012359655023434125,0.6875741716023254,0.015613442036190098,0.8685840707964602,1963
clean_text_interpretive_word_EDCS,inscription,0.012359655023434125,0.012359655023434125,1.0,1.0,2260
clean_text_interpretive_word_EDCS,province,0.012359655023434125,0.012272153040967335,1.0,0.9929203539823008,2244
clean_text_interpretive_word_EDCS,place,0.012359655023434125,0.012272153040967335,1.0,0.9929203539823008,2244
clean_text_interpretive_word_EDCS,inscr_type,0.012359655023434125,0.18913006622806297,0.06497412023248417,0.9942477876106195,2247
clean_text_interpretive_word_EDCS,status_notation,0.012359655023434125,0.39467769191645746,0.031149539962310166,0.9946902654867257,2248
clean_text_interpretive_word_EDCS,inscr_process,0.012359655023434125,0.9386829857863968,0.013161191090706766,0.9995575221238938,2259
clean_text_interpretive_word_EDCS,status,0.012359655023434125,0.13822031905410356,0.08886602832950859,0.9938053097345133,2246
clean_text_interpretive_word_EDCS,partner_link,0.012359655023434125,0.11631747906788513,0.10574074944755278,0.9951327433628319,2249
clean_text_interpretive_word_EDCS,letter_size,0.012359655023434125,0.8511481900761814,0.009580107302342019,0.6597345132743363,1491
clean_text_interpretive_word_EDCS,depth_cm,0.012359655023434125,0.8398877787074863,0.0076053550033859454,0.5168141592920354,1168
clean_text_interpretive_word_EDCS,language_EDCS,0.012359655023434125,0.9997429629265038,0.01235736244981018,0.9995575221238938,2259
clean_text_interpretive_word_EDCS,raw_dating,0.012359655023434125,0.035203141321170556,0.348609600745689,0.9929203539823008,2244
diplomatic_text,EDH-ID,0.6640798893099922,0.6630189277725823,1.0,0.9984023585799109,121235
diplomatic_text,trismegistos_uri,0.6640798893099922,0.6875741716023254,0.9657108769138993,0.99987647102422,121414
diplomatic_text,pleiades_id,0.6640798893099922,0.6640033250753338,1.0,0.999884706289272,121415
diplomatic_text,transcription,0.6640798893099922,0.6639978562014296,1.0,0.99987647102422,121414
diplomatic_text,clean_text_interpretive_sentence,0.6640798893099922,0.6639978562014296,1.0,0.99987647102422,121414
diplomatic_text,inscr_process,0.6640798893099922,0.9386829857863968,0.665074195559336,0.9400884467466586,114154
diplomatic_text,last_update,0.6640798893099922,0.6639978562014296,1.0,0.99987647102422,121414
diplomatic_text,letter_size,0.6640798893099922,0.8511481900761814,0.7801844058213127,0.99995882367474,121424
diplomatic_text,type_of_inscription,0.6640798893099922,0.718232678709127,0.9245113491864069,0.999901176819376,121417
diplomatic_text,work_status,0.6640798893099922,0.6639978562014296,1.0,0.99987647102422,121414
diplomatic_text,year_of_find,0.6640798893099922,0.85254822179565,0.7789096227492286,0.999967058939792,121425
diplomatic_text,present_location,0.6640798893099922,0.7975422880674641,0.8325756173156967,0.999901176819376,121417
diplomatic_text,text_edition,0.6640798893099922,0.6640033250753338,1.0,0.999884706289272,121415
diplomatic_text,support_objecttype,0.6640798893099922,0.7480489792346858,0.8876468567000285,0.999884706289272,121415
diplomatic_text,support_material,0.6640798893099922,0.8459363532455032,0.784997607995759,0.999967058939792,121425
