column,n_categories,n_missing,gini,shannon_entropy,top1_share,top3_share,top10_share,hhi
province,65,2244,0.7457451746716894,2.8455990057208855,0.35797607914554314,0.49797925109240754,0.6960728016494123,0.1491496284252804
urban_context_city,1045,40944,0.906841973249594,3.355884463969896,0.3579487347760223,0.6065363980902693,0.6916977025260729,0.18046053238351858
urban_context,4,0,0.1684071357866701,1.3335731195343443,0.39245732911136266,0.8279820402180987,1.0,0.2785295940599485
inscr_type,177,34583,0.9608171468491574,2.103059425318897,0.330626240750767,0.7103246870436908,0.9374524891579575,0.19338304394625697
type_of_inscription_auto,22,25318,0.8414247700516857,1.5200066234544576,0.5587275024199767,0.7896288275281237,0.9904568150372157,0.3496939947675042
language_EDCS,6,182806,0.8570319171293725,0.0026066844791610643,0.9997429629265038,0.9999671867565749,1.0,0.9994860317293871
material_clean,29,121414,0.9064977513813464,1.216054534991246,0.6639978562014296,0.8738604234002176,0.995045200242818,0.47149322694314116
