nb,na,n,width,category,env_overlap_frac,share_corpus,cum_n,cum_share_corpus
109,161,2,53,other,1.0,1.1073645277920812e-05,177552,0.9830739331926981
110,117,2,8,other,1.0,1.1073645277920812e-05,177554,0.983085006837976
110,120,2,11,other,1.0,1.1073645277920812e-05,177556,0.9830960804832539
166,217,2,52,other,1.0,1.1073645277920812e-05,177558,0.9831071541285318
107,400,2,294,other,0.8299,1.1073645277920812e-05,177560,0.9831182277738097
108,116,2,9,other,1.0,1.1073645277920812e-05,177562,0.9831293014190876
109,111,2,3,other,1.0,1.1073645277920812e-05,177564,0.9831403750643656
167,169,2,3,other,1.0,1.1073645277920812e-05,177566,0.9831514487096434
-29,-1,2,29,other,1.0,1.1073645277920812e-05,177568,0.9831625223549214
-29,14,2,44,bc_ad_boundary,1.0,1.1073645277920812e-05,177570,0.9831735960001994
-29,50,2,80,bc_ad_boundary,1.0,1.1073645277920812e-05,177572,0.9831846696454772
70,94,2,25,other,1.0,1.1073645277920812e-05,177574,0.9831957432907552
-28,-27,2,2,other,1.0,1.1073645277920812e-05,177576,0.9832068169360331
-27,-25,2,3,other,1.0,1.1073645277920812e-05,177578,0.983217890581311
1,89,2,89,other,1.0,1.1073645277920812e-05,177580,0.9832289642265889
1,90,2,90,other,1.0,1.1073645277920812e-05,177582,0.9832400378718669
1,119,2,119,other,1.0,1.1073645277920812e-05,177584,0.9832511115171447
1,131,2,131,other,1.0,1.1073645277920812e-05,177586,0.9832621851624227
110,130,2,21,other,1.0,1.1073645277920812e-05,177588,0.9832732588077007
165,167,2,3,other,1.0,1.1073645277920812e-05,177590,0.9832843324529785
165,200,2,36,other,1.0,1.1073645277920812e-05,177592,0.9832954060982565
166,168,2,3,other,1.0,1.1073645277920812e-05,177594,0.9833064797435344
166,175,2,10,other,1.0,1.1073645277920812e-05,177596,0.9833175533888123
223,224,2,2,other,1.0,1.1073645277920812e-05,177598,0.9833286270340902
70,73,2,4,other,1.0,1.1073645277920812e-05,177600,0.9833397006793682
11,100,2,90,other,1.0,1.1073645277920812e-05,177602,0.983350774324646
230,231,2,2,other,1.0,1.1073645277920812e-05,177604,0.983361847969924
230,235,2,6,other,1.0,1.1073645277920812e-05,177606,0.9833729216152018
230,240,2,11,other,1.0,1.1073645277920812e-05,177608,0.9833839952604798
230,250,2,21,other,1.0,1.1073645277920812e-05,177610,0.9833950689057578
230,270,2,41,other,1.0,1.1073645277920812e-05,177612,0.9834061425510356
162,181,2,20,reign:Aurelian-Marcus,1.0,1.1073645277920812e-05,177614,0.9834172161963136
110,170,2,61,other,1.0,1.1073645277920812e-05,177616,0.9834282898415915
110,300,2,191,other,1.0,1.1073645277920812e-05,177618,0.9834393634868694
111,112,2,2,other,1.0,1.1073645277920812e-05,177620,0.9834504371321473
-12,-10,2,3,other,1.0,1.1073645277920812e-05,177622,0.9834615107774253
-12,2,2,15,bc_ad_boundary,1.0,1.1073645277920812e-05,177624,0.9834725844227031
-12,50,2,63,bc_ad_boundary,1.0,1.1073645277920812e-05,177626,0.9834836580679811
1,81,2,81,other,1.0,1.1073645277920812e-05,177628,0.9834947317132591
71,89,2,19,other,1.0,1.1073645277920812e-05,177630,0.9835058053585369
285,310,2,26,other,1.0,1.1073645277920812e-05,177632,0.9835168790038149
69,104,2,36,other,1.0,1.1073645277920812e-05,177634,0.9835279526490928
313,367,2,55,other,0.6909,1.1073645277920812e-05,177636,0.9835390262943707
314,320,2,7,other,1.0,1.1073645277920812e-05,177638,0.9835500999396486
314,337,2,24,other,1.0,1.1073645277920812e-05,177640,0.9835611735849266
315,316,2,2,other,1.0,1.1073645277920812e-05,177642,0.9835722472302044
31,59,2,29,other,1.0,1.1073645277920812e-05,177644,0.9835833208754824
19,23,2,5,other,1.0,1.1073645277920812e-05,177646,0.9835943945207604
19,25,2,7,other,1.0,1.1073645277920812e-05,177648,0.9836054681660382
20,23,2,4,other,1.0,1.1073645277920812e-05,177650,0.9836165418113162
20,30,2,11,other,1.0,1.1073645277920812e-05,177652,0.983627615456594
316,316,2,1,year_precise,1.0,1.1073645277920812e-05,177654,0.983638689101872
162,165,2,4,other,1.0,1.1073645277920812e-05,177656,0.9836497627471499
162,168,2,7,other,1.0,1.1073645277920812e-05,177658,0.9836608363924279
-27,-23,2,5,other,1.0,1.1073645277920812e-05,177660,0.9836719100377057
228,230,2,3,other,1.0,1.1073645277920812e-05,177662,0.9836829836829837
31,41,2,11,other,1.0,1.1073645277920812e-05,177664,0.9836940573282617
317,340,2,24,other,1.0,1.1073645277920812e-05,177666,0.9837051309735395
317,363,2,47,other,0.7234,1.1073645277920812e-05,177668,0.9837162046188175
-43,-40,2,4,other,1.0,1.1073645277920812e-05,177670,0.9837272782640953
161,176,2,16,other,1.0,1.1073645277920812e-05,177672,0.9837383519093733
161,189,2,29,other,1.0,1.1073645277920812e-05,177674,0.9837494255546512
111,140,2,30,other,1.0,1.1073645277920812e-05,177676,0.9837604991999291
112,119,2,8,other,1.0,1.1073645277920812e-05,177678,0.983771572845207
113,114,2,2,other,1.0,1.1073645277920812e-05,177680,0.983782646490485
313,337,2,25,other,1.0,1.1073645277920812e-05,177682,0.9837937201357629
15,50,2,36,other,1.0,1.1073645277920812e-05,177684,0.9838047937810408
15,90,2,76,other,1.0,1.1073645277920812e-05,177686,0.9838158674263188
15,110,2,96,other,1.0,1.1073645277920812e-05,177688,0.9838269410715966
16,17,2,2,other,1.0,1.1073645277920812e-05,177690,0.9838380147168746
284,476,2,193,other,0.3472,1.1073645277920812e-05,177692,0.9838490883621525
285,293,2,9,other,1.0,1.1073645277920812e-05,177694,0.9838601620074304
69,180,2,112,other,1.0,1.1073645277920812e-05,177696,0.9838712356527083
69,235,2,167,other,1.0,1.1073645277920812e-05,177698,0.9838823092979863
231,234,2,4,other,1.0,1.1073645277920812e-05,177700,0.9838933829432642
231,238,2,8,other,1.0,1.1073645277920812e-05,177702,0.9839044565885421
232,233,2,2,other,1.0,1.1073645277920812e-05,177704,0.9839155302338201
68,250,2,183,other,1.0,1.1073645277920812e-05,177706,0.9839266038790979
69,75,2,7,other,1.0,1.1073645277920812e-05,177708,0.9839376775243759
-42,-30,2,13,other,1.0,1.1073645277920812e-05,177710,0.9839487511696537
30,45,2,16,other,1.0,1.1073645277920812e-05,177712,0.9839598248149317
320,322,2,3,other,1.0,1.1073645277920812e-05,177714,0.9839708984602096
161,165,2,5,other,1.0,1.1073645277920812e-05,177716,0.9839819721054875
-11,-9,2,3,other,1.0,1.1073645277920812e-05,177718,0.9839930457507655
317,318,2,2,other,1.0,1.1073645277920812e-05,177720,0.9840041193960434
317,321,2,5,other,1.0,1.1073645277920812e-05,177722,0.9840151930413213
317,323,2,7,other,1.0,1.1073645277920812e-05,177724,0.9840262666865992
30,150,2,121,other,1.0,1.1073645277920812e-05,177726,0.9840373403318772
233,260,2,28,other,1.0,1.1073645277920812e-05,177728,0.984048413977155
234,236,2,3,other,1.0,1.1073645277920812e-05,177730,0.984059487622433
234,238,2,5,other,1.0,1.1073645277920812e-05,177732,0.9840705612677109
235,300,2,66,other,1.0,1.1073645277920812e-05,177734,0.9840816349129888
12,150,2,139,other,1.0,1.1073645277920812e-05,177736,0.9840927085582668
159,167,2,9,other,1.0,1.1073645277920812e-05,177738,0.9841037822035447
160,170,2,11,other,1.0,1.1073645277920812e-05,177740,0.9841148558488226
115,120,2,6,other,1.0,1.1073645277920812e-05,177742,0.9841259294941005
1,53,2,53,other,1.0,1.1073645277920812e-05,177744,0.9841370031393785
1,59,2,59,other,1.0,1.1073645277920812e-05,177746,0.9841480767846563
1,63,2,63,other,1.0,1.1073645277920812e-05,177748,0.9841591504299343
1,64,2,64,other,1.0,1.1073645277920812e-05,177750,0.9841702240752122
1,65,2,65,other,1.0,1.1073645277920812e-05,177752,0.9841812977204901
160,250,2,91,other,1.0,1.1073645277920812e-05,177754,0.9841923713657681
-43,-33,2,11,other,1.0,1.1073645277920812e-05,177756,0.984203445011046
-42,-31,2,12,other,1.0,1.1073645277920812e-05,177758,0.9842145186563239
67,75,2,9,other,1.0,1.1073645277920812e-05,177760,0.9842255923016018
67,200,2,134,other,1.0,1.1073645277920812e-05,177762,0.9842366659468798
238,305,2,68,other,1.0,1.1073645277920812e-05,177764,0.9842477395921576
239,241,2,3,other,1.0,1.1073645277920812e-05,177766,0.9842588132374356
239,244,2,6,other,1.0,1.1073645277920812e-05,177768,0.9842698868827134
117,194,2,78,other,1.0,1.1073645277920812e-05,177770,0.9842809605279914
156,162,2,7,other,1.0,1.1073645277920812e-05,177772,0.9842920341732694
156,167,2,12,other,1.0,1.1073645277920812e-05,177774,0.9843031078185472
157,200,2,44,other,1.0,1.1073645277920812e-05,177776,0.9843141814638252
116,250,2,135,other,1.0,1.1073645277920812e-05,177778,0.9843252551091031
158,170,2,13,other,1.0,1.1073645277920812e-05,177780,0.984336328754381
158,195,2,38,other,1.0,1.1073645277920812e-05,177782,0.9843474023996589
69,90,2,22,other,1.0,1.1073645277920812e-05,177784,0.9843584760449369
69,95,2,27,reign:Flavian,1.0,1.1073645277920812e-05,177786,0.9843695496902147
-29,-26,2,4,other,1.0,1.1073645277920812e-05,177788,0.9843806233354927
233,235,2,3,other,1.0,1.1073645277920812e-05,177790,0.9843916969807707
152,156,2,5,other,1.0,1.1073645277920812e-05,177792,0.9844027706260485
153,161,2,9,other,1.0,1.1073645277920812e-05,177794,0.9844138442713265
-10,9,2,20,bc_ad_boundary,1.0,1.1073645277920812e-05,177796,0.9844249179166044
154,156,2,3,other,1.0,1.1073645277920812e-05,177798,0.9844359915618823
154,158,2,5,other,1.0,1.1073645277920812e-05,177800,0.9844470652071602
117,268,2,152,other,1.0,1.1073645277920812e-05,177802,0.9844581388524382
117,430,2,314,other,0.7452,1.1073645277920812e-05,177804,0.984469212497716
154,170,2,17,other,1.0,1.1073645277920812e-05,177806,0.984480286142994
155,158,2,4,other,1.0,1.1073645277920812e-05,177808,0.9844913597882718
155,160,2,6,other,1.0,1.1073645277920812e-05,177810,0.9845024334335498
155,165,2,11,other,1.0,1.1073645277920812e-05,177812,0.9845135070788278
117,125,2,9,other,1.0,1.1073645277920812e-05,177814,0.9845245807241056
117,136,2,20,other,1.0,1.1073645277920812e-05,177816,0.9845356543693836
117,140,2,24,other,1.0,1.1073645277920812e-05,177818,0.9845467280146615
68,80,2,13,reign:Vespasianic,1.0,1.1073645277920812e-05,177820,0.9845578016599394
238,240,2,3,other,1.0,1.1073645277920812e-05,177822,0.9845688753052173
282,284,2,3,other,1.0,1.1073645277920812e-05,177824,0.9845799489504953
282,285,2,4,other,1.0,1.1073645277920812e-05,177826,0.9845910225957731
284,285,2,2,other,1.0,1.1073645277920812e-05,177828,0.9846020962410511
284,286,2,3,other,1.0,1.1073645277920812e-05,177830,0.9846131698863291
284,302,2,19,other,1.0,1.1073645277920812e-05,177832,0.9846242435316069
284,324,2,41,other,1.0,1.1073645277920812e-05,177834,0.9846353171768849
44,54,2,11,other,1.0,1.1073645277920812e-05,177836,0.9846463908221628
-37,-27,2,11,other,1.0,1.1073645277920812e-05,177838,0.9846574644674407
-37,-12,2,26,other,1.0,1.1073645277920812e-05,177840,0.9846685381127186
240,241,2,2,other,1.0,1.1073645277920812e-05,177842,0.9846796117579966
240,242,2,3,other,1.0,1.1073645277920812e-05,177844,0.9846906854032744
240,400,2,161,other,0.6894,1.1073645277920812e-05,177846,0.9847017590485524
27,68,2,42,other,1.0,1.1073645277920812e-05,177848,0.9847128326938304
324,329,2,6,other,1.0,1.1073645277920812e-05,177850,0.9847239063391082
324,335,2,12,other,1.0,1.1073645277920812e-05,177852,0.9847349799843862
324,363,2,40,other,0.675,1.1073645277920812e-05,177854,0.984746053629664
61,110,2,50,other,1.0,1.1073645277920812e-05,177856,0.984757127274942
61,120,2,60,other,1.0,1.1073645277920812e-05,177858,0.9847682009202199
-9,41,2,51,bc_ad_boundary,1.0,1.1073645277920812e-05,177860,0.9847792745654979
-9,117,2,127,bc_ad_boundary,1.0,1.1073645277920812e-05,177862,0.9847903482107757
151,192,2,42,other,1.0,1.1073645277920812e-05,177864,0.9848014218560537
151,194,2,44,other,1.0,1.1073645277920812e-05,177866,0.9848124955013317
151,210,2,60,other,1.0,1.1073645277920812e-05,177868,0.9848235691466095
151,217,2,67,other,1.0,1.1073645277920812e-05,177870,0.9848346427918875
1,19,2,19,other,1.0,1.1073645277920812e-05,177872,0.9848457164371653
152,153,2,2,other,1.0,1.1073645277920812e-05,177874,0.9848567900824433
323,337,2,15,other,1.0,1.1073645277920812e-05,177876,0.9848678637277212
65,79,2,15,other,1.0,1.1073645277920812e-05,177878,0.9848789373729991
241,270,2,30,other,1.0,1.1073645277920812e-05,177880,0.984890011018277
242,243,2,2,other,1.0,1.1073645277920812e-05,177882,0.984901084663555
63,75,2,13,other,1.0,1.1073645277920812e-05,177884,0.9849121583088329
63,76,2,14,other,1.0,1.1073645277920812e-05,177886,0.9849232319541108
61,96,2,36,other,1.0,1.1073645277920812e-05,177888,0.9849343055993888
277,277,2,1,year_precise,1.0,1.1073645277920812e-05,177890,0.9849453792446666
277,282,2,6,other,1.0,1.1073645277920812e-05,177892,0.9849564528899446
278,278,2,1,year_precise,1.0,1.1073645277920812e-05,177894,0.9849675265352225
149,180,2,32,other,1.0,1.1073645277920812e-05,177896,0.9849786001805004
149,200,2,52,other,1.0,1.1073645277920812e-05,177898,0.9849896738257783
150,155,2,6,other,1.0,1.1073645277920812e-05,177900,0.9850007474710563
150,270,2,121,other,1.0,1.1073645277920812e-05,177902,0.9850118211163342
118,300,2,183,other,1.0,1.1073645277920812e-05,177904,0.9850228947616121
119,121,2,3,other,1.0,1.1073645277920812e-05,177906,0.9850339684068901
119,135,2,17,other,1.0,1.1073645277920812e-05,177908,0.9850450420521679
119,137,2,19,other,1.0,1.1073645277920812e-05,177910,0.9850561156974459
-9,13,2,23,bc_ad_boundary,1.0,1.1073645277920812e-05,177912,0.9850671893427237
64,68,2,5,other,1.0,1.1073645277920812e-05,177914,0.9850782629880017
64,71,2,8,other,1.0,1.1073645277920812e-05,177916,0.9850893366332796
243,244,2,2,other,1.0,1.1073645277920812e-05,177918,0.9851004102785575
60,65,2,6,other,1.0,1.1073645277920812e-05,177920,0.9851114839238355
60,78,2,19,other,1.0,1.1073645277920812e-05,177922,0.9851225575691134
325,337,2,13,other,1.0,1.1073645277920812e-05,177924,0.9851336312143913
25,50,2,26,other,1.0,1.1073645277920812e-05,177926,0.9851447048596692
328,330,2,3,other,1.0,1.1073645277920812e-05,177928,0.9851557785049472
120,125,2,6,other,1.0,1.1073645277920812e-05,177930,0.985166852150225
120,126,2,7,other,1.0,1.1073645277920812e-05,177932,0.985177925795503
120,130,2,11,other,1.0,1.1073645277920812e-05,177934,0.9851889994407809
120,135,2,16,other,1.0,1.1073645277920812e-05,177936,0.9852000730860588
245,253,2,9,other,1.0,1.1073645277920812e-05,177938,0.9852111467313368
246,260,2,15,other,1.0,1.1073645277920812e-05,177940,0.9852222203766147
14,16,2,3,other,1.0,1.1073645277920812e-05,177942,0.9852332940218926
14,17,2,4,other,1.0,1.1073645277920812e-05,177944,0.9852443676671705
14,18,2,5,other,1.0,1.1073645277920812e-05,177946,0.9852554413124485
61,90,2,30,other,1.0,1.1073645277920812e-05,177948,0.9852665149577263
61,93,2,33,other,1.0,1.1073645277920812e-05,177950,0.9852775886030043
251,312,2,62,other,1.0,1.1073645277920812e-05,177952,0.9852886622482822
251,410,2,160,other,0.625,1.1073645277920812e-05,177954,0.9852997358935601
58,59,2,2,other,1.0,1.1073645277920812e-05,177956,0.9853108095388381
59,60,2,2,other,1.0,1.1073645277920812e-05,177958,0.985321883184116
-78,-44,2,35,other,0.2,1.1073645277920812e-05,177960,0.9853329568293939
-75,-27,2,49,other,0.4898,1.1073645277920812e-05,177962,0.9853440304746718
120,215,2,96,other,1.0,1.1073645277920812e-05,177964,0.9853551041199498
121,138,2,18,other,1.0,1.1073645277920812e-05,177966,0.9853661777652276
-75,-1,2,75,other,0.6667,1.1073645277920812e-05,177968,0.9853772514105056
-75,25,2,101,bc_ad_boundary,0.7525,1.1073645277920812e-05,177970,0.9853883250557834
-71,-31,2,41,other,0.4878,1.1073645277920812e-05,177972,0.9853993987010614
148,158,2,11,other,1.0,1.1073645277920812e-05,177974,0.9854104723463394
325,326,2,2,other,1.0,1.1073645277920812e-05,177976,0.9854215459916172
46,54,2,9,other,1.0,1.1073645277920812e-05,177978,0.9854326196368952
47,50,2,4,other,1.0,1.1073645277920812e-05,177980,0.9854436932821731
281,284,2,4,other,1.0,1.1073645277920812e-05,177982,0.985454766927451
144,160,2,17,other,1.0,1.1073645277920812e-05,177984,0.9854658405727289
145,155,2,11,other,1.0,1.1073645277920812e-05,177986,0.9854769142180069
145,175,2,31,other,1.0,1.1073645277920812e-05,177988,0.9854879878632847
146,157,2,12,other,1.0,1.1073645277920812e-05,177990,0.9854990615085627
146,161,2,16,other,1.0,1.1073645277920812e-05,177992,0.9855101351538407
-8,14,2,23,bc_ad_boundary,1.0,1.1073645277920812e-05,177994,0.9855212087991185
-70,-30,2,41,other,0.5122,1.1073645277920812e-05,177996,0.9855322824443965
121,220,2,100,other,1.0,1.1073645277920812e-05,177998,0.9855433560896744
147,149,2,3,other,1.0,1.1073645277920812e-05,178000,0.9855544297349523
-1,11,2,13,bc_ad_boundary,1.0,1.1073645277920812e-05,178002,0.9855655033802302
1,18,2,18,other,1.0,1.1073645277920812e-05,178004,0.9855765770255082
-71,-1,2,71,other,0.7042,1.1073645277920812e-05,178006,0.985587650670786
250,255,2,6,other,1.0,1.1073645277920812e-05,178008,0.985598724316064
250,257,2,8,other,1.0,1.1073645277920812e-05,178010,0.9856097979613418
250,270,2,21,other,1.0,1.1073645277920812e-05,178012,0.9856208716066198
250,300,2,51,other,1.0,1.1073645277920812e-05,178014,0.9856319452518978
59,69,2,11,other,1.0,1.1073645277920812e-05,178016,0.9856430188971756
-47,50,2,98,bc_ad_boundary,1.0,1.1073645277920812e-05,178018,0.9856540925424536
251,600,2,350,multi_century,0.2857,1.1073645277920812e-05,178020,0.9856651661877315
55,75,2,21,other,1.0,1.1073645277920812e-05,178022,0.9856762398330094
55,100,2,46,other,1.0,1.1073645277920812e-05,178024,0.9856873134782873
56,68,2,13,other,1.0,1.1073645277920812e-05,178026,0.9856983871235653
56,74,2,19,other,1.0,1.1073645277920812e-05,178028,0.9857094607688431
56,75,2,20,other,1.0,1.1073645277920812e-05,178030,0.9857205344141211
253,257,2,5,other,1.0,1.1073645277920812e-05,178032,0.9857316080593991
253,300,2,48,other,1.0,1.1073645277920812e-05,178034,0.9857426817046769
-150,-31,2,120,other,0.1667,1.1073645277920812e-05,178036,0.9857537553499549
-150,50,2,201,bc_ad_boundary,0.5025,1.1073645277920812e-05,178038,0.9857648289952328
23,68,2,46,other,1.0,1.1073645277920812e-05,178040,0.9857759026405107
24,24,2,1,year_precise,1.0,1.1073645277920812e-05,178042,0.9857869762857886
24,25,2,2,other,1.0,1.1073645277920812e-05,178044,0.9857980499310666
25,31,2,7,other,1.0,1.1073645277920812e-05,178046,0.9858091235763444
49,74,2,26,other,1.0,1.1073645277920812e-05,178048,0.9858201972216224
14,96,2,83,other,1.0,1.1073645277920812e-05,178050,0.9858312708669004
54,63,2,10,other,1.0,1.1073645277920812e-05,178052,0.9858423445121782
-31,68,2,100,bc_ad_boundary,1.0,1.1073645277920812e-05,178054,0.9858534181574562
-7,30,2,38,bc_ad_boundary,1.0,1.1073645277920812e-05,178056,0.985864491802734
142,158,2,17,other,1.0,1.1073645277920812e-05,178058,0.985875565448012
143,144,2,2,other,1.0,1.1073645277920812e-05,178060,0.9858866390932899
143,146,2,4,other,1.0,1.1073645277920812e-05,178062,0.9858977127385679
143,150,2,8,other,1.0,1.1073645277920812e-05,178064,0.9859087863838457
-168,22,2,191,bc_ad_boundary,0.3822,1.1073645277920812e-05,178066,0.9859198600291237
254,257,2,4,other,1.0,1.1073645277920812e-05,178068,0.9859309336744017
54,200,2,147,other,1.0,1.1073645277920812e-05,178070,0.9859420073196795
54,250,2,197,other,1.0,1.1073645277920812e-05,178072,0.9859530809649575
55,65,2,11,other,1.0,1.1073645277920812e-05,178074,0.9859641546102353
256,260,2,5,other,1.0,1.1073645277920812e-05,178076,0.9859752282555133
271,500,2,230,other,0.3478,1.1073645277920812e-05,178078,0.9859863019007912
51,600,2,550,multi_century,0.5455,1.1073645277920812e-05,178080,0.9859973755460691
260,270,2,11,other,1.0,1.1073645277920812e-05,178082,0.986008449191347
-2,4,2,7,bc_ad_boundary,1.0,1.1073645277920812e-05,178084,0.986019522836625
-2,6,2,9,bc_ad_boundary,1.0,1.1073645277920812e-05,178086,0.9860305964819029
123,125,2,3,other,1.0,1.1073645277920812e-05,178088,0.9860416701271808
123,126,2,4,other,1.0,1.1073645277920812e-05,178090,0.9860527437724588
123,134,2,12,other,1.0,1.1073645277920812e-05,178092,0.9860638174177366
123,150,2,28,other,1.0,1.1073645277920812e-05,178094,0.9860748910630146
123,270,2,148,other,1.0,1.1073645277920812e-05,178096,0.9860859647082925
124,138,2,15,other,1.0,1.1073645277920812e-05,178098,0.9860970383535704
124,150,2,27,other,1.0,1.1073645277920812e-05,178100,0.9861081119988483
-48,-46,2,3,other,1.0,1.1073645277920812e-05,178102,0.9861191856441263
275,350,2,76,other,1.0,1.1073645277920812e-05,178104,0.9861302592894042
48,51,2,4,other,1.0,1.1073645277920812e-05,178106,0.9861413329346821
48,211,2,164,other,1.0,1.1073645277920812e-05,178108,0.9861524065799601
49,51,2,3,other,1.0,1.1073645277920812e-05,178110,0.9861634802252379
260,300,2,41,other,1.0,1.1073645277920812e-05,178112,0.9861745538705159
261,262,2,2,other,1.0,1.1073645277920812e-05,178114,0.9861856275157938
261,268,2,8,other,1.0,1.1073645277920812e-05,178116,0.9861967011610717
126,130,2,5,other,1.0,1.1073645277920812e-05,178118,0.9862077748063496
126,138,2,13,other,1.0,1.1073645277920812e-05,178120,0.9862188484516275
140,147,2,8,other,1.0,1.1073645277920812e-05,178122,0.9862299220969055
140,150,2,11,other,1.0,1.1073645277920812e-05,178124,0.9862409957421834
141,143,2,3,other,1.0,1.1073645277920812e-05,178126,0.9862520693874613
141,144,2,4,other,1.0,1.1073645277920812e-05,178128,0.9862631430327392
141,147,2,7,other,1.0,1.1073645277920812e-05,178130,0.9862742166780172
-49,-1,2,49,other,1.0,1.1073645277920812e-05,178132,0.986285290323295
-49,30,2,80,bc_ad_boundary,1.0,1.1073645277920812e-05,178134,0.986296363968573
-31,100,2,132,bc_ad_boundary,1.0,1.1073645277920812e-05,178136,0.9863074376138509
-31,200,2,232,bc_ad_boundary,1.0,1.1073645277920812e-05,178138,0.9863185112591288
-30,-13,2,18,other,1.0,1.1073645277920812e-05,178140,0.9863295849044068
51,410,2,360,other,0.8333,1.1073645277920812e-05,178142,0.9863406585496847
127,129,2,3,other,1.0,1.1073645277920812e-05,178144,0.9863517321949626
128,132,2,5,other,1.0,1.1073645277920812e-05,178146,0.9863628058402405
128,133,2,6,other,1.0,1.1073645277920812e-05,178148,0.9863738794855185
138,235,2,98,other,1.0,1.1073645277920812e-05,178150,0.9863849531307963
139,143,2,5,other,1.0,1.1073645277920812e-05,178152,0.9863960267760743
139,145,2,7,other,1.0,1.1073645277920812e-05,178154,0.9864071004213522
139,158,2,20,other,1.0,1.1073645277920812e-05,178156,0.9864181740666301
125,136,2,12,other,1.0,1.1073645277920812e-05,178158,0.9864292477119081
125,200,2,76,other,1.0,1.1073645277920812e-05,178160,0.986440321357186
-31,-30,2,2,other,1.0,1.1073645277920812e-05,178162,0.9864513950024639
271,305,2,35,other,1.0,1.1073645277920812e-05,178164,0.9864624686477418
50,60,2,11,other,1.0,1.1073645277920812e-05,178166,0.9864735422930198
50,62,2,13,other,1.0,1.1073645277920812e-05,178168,0.9864846159382976
50,80,2,31,other,1.0,1.1073645277920812e-05,178170,0.9864956895835756
271,320,2,50,other,1.0,1.1073645277920812e-05,178172,0.9865067632288534
271,326,2,56,other,1.0,1.1073645277920812e-05,178174,0.9865178368741314
-51,14,2,66,bc_ad_boundary,0.9848,1.1073645277920812e-05,178176,0.9865289105194094
-50,-41,2,10,other,1.0,1.1073645277920812e-05,178178,0.9865399841646872
262,266,2,5,other,1.0,1.1073645277920812e-05,178180,0.9865510578099652
263,268,2,6,other,1.0,1.1073645277920812e-05,178182,0.9865621314552431
51,93,2,43,other,1.0,1.1073645277920812e-05,178184,0.986573205100521
51,98,2,48,other,1.0,1.1073645277920812e-05,178186,0.9865842787457989
51,101,2,51,other,1.0,1.1073645277920812e-05,178188,0.9865953523910769
51,126,2,76,other,1.0,1.1073645277920812e-05,178190,0.9866064260363547
51,131,2,81,other,1.0,1.1073645277920812e-05,178192,0.9866174996816327
22,23,2,2,other,1.0,1.1073645277920812e-05,178194,0.9866285733269107
23,29,2,7,other,1.0,1.1073645277920812e-05,178196,0.9866396469721885
-45,-21,2,25,other,1.0,1.1073645277920812e-05,178198,0.9866507206174665
-44,-42,2,3,other,1.0,1.1073645277920812e-05,178200,0.9866617942627444
-44,-31,2,14,other,1.0,1.1073645277920812e-05,178202,0.9866728679080223
126,250,2,125,other,1.0,1.1073645277920812e-05,178204,0.9866839415533002
127,128,2,2,other,1.0,1.1073645277920812e-05,178206,0.9866950151985782
-5,2,2,8,bc_ad_boundary,1.0,1.1073645277920812e-05,178208,0.986706088843856
21,22,2,2,other,1.0,1.1073645277920812e-05,178210,0.986717162489134
21,35,2,15,other,1.0,1.1073645277920812e-05,178212,0.9867282361344119
137,139,2,3,other,1.0,1.1073645277920812e-05,178214,0.9867393097796898
138,139,2,2,other,1.0,1.1073645277920812e-05,178216,0.9867503834249678
130,134,2,5,other,1.0,1.1073645277920812e-05,178218,0.9867614570702457
130,160,2,31,other,1.0,1.1073645277920812e-05,178220,0.9867725307155236
-130,200,2,331,bc_ad_boundary,0.7583,1.1073645277920812e-05,178222,0.9867836043608015
-101,100,2,202,bc_ad_boundary,0.7475,1.1073645277920812e-05,178224,0.9867946780060795
-100,-50,2,51,other,0.0196,1.1073645277920812e-05,178226,0.9868057516513573
271,272,2,2,other,1.0,1.1073645277920812e-05,178228,0.9868168252966353
271,273,2,3,other,1.0,1.1073645277920812e-05,178230,0.9868278989419131
-35,-35,2,1,year_precise,1.0,1.1073645277920812e-05,178232,0.9868389725871911
-45,-42,2,4,other,1.0,1.1073645277920812e-05,178234,0.9868500462324691
340,351,2,12,other,0.9167,1.1073645277920812e-05,178236,0.9868611198777469
-300,100,2,401,bc_ad_boundary,0.3766,1.1073645277920812e-05,178238,0.9868721935230249
197,250,2,54,other,1.0,1.1073645277920812e-05,178240,0.9868832671683028
298,299,2,2,other,1.0,1.1073645277920812e-05,178242,0.9868943408135807
40,57,2,18,other,1.0,1.1073645277920812e-05,178244,0.9869054144588586
40,60,2,21,other,1.0,1.1073645277920812e-05,178246,0.9869164881041366
40,62,2,23,other,1.0,1.1073645277920812e-05,178248,0.9869275617494144
40,65,2,26,other,1.0,1.1073645277920812e-05,178250,0.9869386353946924
195,214,2,20,other,1.0,1.1073645277920812e-05,178252,0.9869497090399704
195,230,2,36,other,1.0,1.1073645277920812e-05,178254,0.9869607826852482
196,200,2,5,other,1.0,1.1073645277920812e-05,178256,0.9869718563305262
196,217,2,22,other,1.0,1.1073645277920812e-05,178258,0.9869829299758041
90,130,2,41,other,1.0,1.1073645277920812e-05,178260,0.986994003621082
90,250,2,161,other,1.0,1.1073645277920812e-05,178262,0.9870050772663599
91,112,2,22,other,1.0,1.1073645277920812e-05,178264,0.9870161509116379
196,300,2,105,other,1.0,1.1073645277920812e-05,178266,0.9870272245569157
