bootstrap_const,bootstrap_beta_pop
-0.31630079314377535,0.5592966521962368
-0.31989674209647884,0.559830478201346
-0.21849547940308728,0.547626469120726
-0.35029800509625963,0.5630667297498085
-0.26309787082830716,0.5524750965080898
-0.350471730462317,0.5644821071162502
-0.2475557213110878,0.5530138714859868
-0.24241530123137717,0.5522281657239396
-0.3610783926552594,0.5645478735546865
-0.3791546799663317,0.5685166449937339
-0.22957125882975124,0.5484426819547287
-0.2388543755391197,0.5506570835641318
-0.27324472514080106,0.5534818032675559
-0.3740471299524061,0.5659370068521904
-0.23706034738174572,0.5495485818860678
-0.3264350289669954,0.5602845415744925
-0.2876428545922683,0.5557825572281326
-0.37563635342122137,0.5667525403666105
-0.29140010872834754,0.5562521316374361
-0.35723651097714304,0.5632856259489084
-0.3895924238964294,0.567751076750247
-0.26112008019642385,0.5515982326623469
-0.32687322099550675,0.5618045676724562
-0.2633390877078745,0.5520958538119282
-0.32507333499079355,0.5597367876244996
-0.16474805371734227,0.5420427111389676
-0.2234154267251223,0.5503978103178465
-0.41798801661817475,0.573338513779689
-0.22983482444815162,0.5482486684762456
-0.32950104710800715,0.5604311898207368
-0.33045792051202433,0.562978441286509
-0.4214923778094363,0.5713204849531021
-0.16914116156357362,0.542103765312353
-0.3498345442460055,0.5635209874211653
-0.32012328820985236,0.5587734252024016
-0.36806695962708663,0.5673426803522669
-0.28505015769754516,0.5558369712866928
-0.24876738296208434,0.5504400414971068
-0.3147065908293056,0.5594843729808158
-0.24623957365653423,0.5502940104307488
-0.28852367500906506,0.5568952180536051
-0.31722888050095505,0.5600515295054371
-0.2997110260398084,0.5577923991370833
-0.31087566671335415,0.5580345197855873
-0.32591450082569084,0.5600163349370775
-0.35671612308126177,0.5642817632439272
-0.31729582915989984,0.5580365528374048
-0.2989769319017704,0.5578608514742733
-0.3109332228727308,0.558414988933659
-0.250765764706667,0.5518830686804029
-0.29343128243388356,0.5577893580799322
-0.37625253123049407,0.5671228646752531
-0.3288356454871806,0.5616429974336509
-0.36770923800727207,0.5655419540384659
-0.3667140450748501,0.565712913490557
-0.2976393506268012,0.5573648634831251
-0.3140560300235579,0.5593892875903727
-0.30121927886079536,0.5569387554732237
-0.27704268200004895,0.5535652098033911
-0.27371397790443763,0.5553430686073445
-0.20645480088508314,0.5470543594487196
-0.23723695611512027,0.5493232381304143
-0.26929670819580565,0.5541955329194762
-0.27008283870847977,0.5537581014697673
-0.256865032613366,0.5529938958913545
-0.39206437708253933,0.5687205487153102
-0.24414142304551203,0.5504686569551815
-0.33168476058923746,0.5614901814174611
-0.2724525862765731,0.5562825319468273
-0.3083561071720492,0.5574735438823092
-0.21789065187925766,0.5482401239349037
-0.39484618191964077,0.5690760318135261
-0.20448406136799296,0.5455841151685351
-0.2845023528515069,0.555415991175791
-0.2218611583284319,0.5473386366862508
-0.22191708418849118,0.5488072744399768
-0.3986391025612093,0.5692906296561112
-0.3769419194381263,0.5685076160979586
-0.3552046238327896,0.5644754069637365
-0.27336408227307335,0.5544204567333808
-0.2705571629457962,0.5534336920947515
-0.2520504414420955,0.5526463271363936
-0.2638536296612004,0.5535708997847322
-0.43329818676620296,0.574291336000897
-0.29898620210273125,0.5567806661230419
-0.30401133980536693,0.5587077823107798
-0.362358165515473,0.5647771181621795
-0.2675958734690349,0.5535677572611658
-0.22231149918277088,0.5468745749146312
-0.3428721646173556,0.5617514459416536
-0.35963019416472825,0.5655042675754869
-0.35924115291847214,0.564803628957003
-0.03083968062969422,0.5263767404821441
-0.38736570132477877,0.5687056215580492
-0.09550169473925729,0.534953601021134
-0.2931485306683568,0.55585789812013
-0.3336444975249816,0.561127947578785
-0.29328743159657167,0.557097139025169
-0.19431442844017063,0.5436222056365436
-0.24619968744686851,0.5523283816964026
-0.33705644380682975,0.5607206802456535
-0.3059004507196755,0.557511290214049
-0.3368301091856245,0.5625425438537504
-0.3988263089440123,0.5694186354496583
-0.3253768512898595,0.5601921353630985
-0.3411908401405411,0.5630510563433696
-0.3348800426523964,0.5612955172722152
-0.22270975467997833,0.5478927816703967
-0.24213335946352998,0.5495792463514565
-0.28165052044957045,0.5557789683498136
-0.1653868944064384,0.5408323820449509
-0.212110355357558,0.5479912223399368
-0.32972179284022235,0.5604161304723262
-0.2762848245622673,0.5537758695643172
-0.21287772116124024,0.5483123487462224
-0.38432082824689406,0.5677947654340686
-0.4576099667403232,0.5772616051399642
-0.31537774153088255,0.5601347416692208
-0.23888128241742201,0.5496095639237238
-0.20332721767535417,0.5470320443053673
-0.3465506103081331,0.5632139804383841
-0.20992024326371464,0.5461761866837251
-0.3718422020489704,0.564451464016457
-0.3009725807602504,0.5571028919793556
-0.5068996164361028,0.5826247172145606
-0.3307000560153525,0.5608717692419944
-0.30613344134448117,0.5580858547897951
-0.3634140873273478,0.5656050010020951
-0.3863557452611636,0.5662781371702732
-0.3678704736517851,0.5656780575535421
-0.36293967840707947,0.5641680823115652
-0.3744186586800683,0.5665400272581242
-0.47128324993098397,0.579913141660625
-0.37789971894156554,0.5681478260027089
-0.4118329020025651,0.5711852624674008
-0.25625282267225036,0.5526455209396818
-0.3162586250470762,0.5605213769685379
-0.32422916102712784,0.5597960544862505
-0.3539312411366311,0.5632666940482672
-0.29053877830141495,0.5576587154292786
-0.3594498386282895,0.5650171915375236
-0.2884877264333398,0.5549364734214608
-0.4270988038696575,0.5734598172226956
-0.24207519753511308,0.5516502294628853
-0.2584781945724637,0.553301494773895
-0.29810713743558503,0.5584167561386463
-0.3024595446054522,0.5584262227256167
-0.27961064703117533,0.557004364358015
-0.22997345092650331,0.5475383593374004
-0.2673690567110625,0.5542424597924016
-0.296193361920655,0.5562337049073363
-0.39000292582787904,0.5692515858060813
-0.22402662855278108,0.5489381835997991
-0.3865361639832308,0.5692921762887629
-0.24820587056561774,0.5517952980949584
-0.2768510137803591,0.554494761272749
-0.41786064859530936,0.5710785580163577
-0.34983826622295905,0.5644824092592207
-0.2680923565432582,0.5545166121474986
-0.332950950090917,0.5624087590232586
-0.37896380072689334,0.567374362080876
-0.37004812554650685,0.5658111885550468
-0.3360204163904961,0.5622323975347868
-0.3054073847192895,0.5591694898664901
-0.2896813734436873,0.5555183380531811
-0.3721333971957466,0.5651965143080961
-0.3348601357501508,0.5605963897652805
-0.2767556671655421,0.5553509440012591
-0.394252684874726,0.5692234223898747
-0.3317745631738706,0.5625227218549689
-0.22150694181283537,0.5477110024964726
-0.32786972468785774,0.5603829735943923
-0.18489695811342008,0.5425070651976182
-0.3357544658569457,0.5605529005374819
-0.43847947899661377,0.5744930859292882
-0.2991333732217252,0.5571118193130206
-0.3698653592312522,0.5667455797250746
-0.27176152835698525,0.5540123245392391
-0.32134108526011945,0.5599704341675256
-0.3133275755215475,0.5570491864882419
-0.2479246045769175,0.5508970265565284
-0.3351768694664778,0.5620824032330846
-0.17361303938212247,0.5419895234853066
-0.2545834245543771,0.5534891112891143
-0.35717348109909636,0.5650384286981311
-0.2810292777415213,0.5539648355767756
-0.2889387955058696,0.5569852068816915
-0.14456305282221757,0.5379452304960595
-0.3947563320429255,0.5673761470771165
-0.28574576468124135,0.5551639690872863
-0.33635613006774573,0.562631333140477
-0.25602509169204346,0.5522676128333315
-0.2544866270236989,0.5522087996192854
-0.3325267988132833,0.5608716994053367
-0.3209460069639358,0.5597312526306721
-0.19537443590579806,0.5437511948638714
-0.3163770047204536,0.5605753474976145
-0.34944699718981587,0.5632061271704815
-0.388802332874582,0.5663139713296786
-0.3038092985884306,0.5570307589666724
-0.39303446038180445,0.5706645968614426
-0.3271550336398346,0.5621894523607316
-0.41320741627137847,0.5703568641289385
-0.43444762914299634,0.5730307703441396
-0.28044165193022225,0.5552425370839065
-0.26235543389773935,0.5519043694648267
-0.3039057395611125,0.558946866366209
-0.4217706667521111,0.5708602217450679
-0.32174363442265097,0.5614697247190071
-0.276599135660587,0.5548607022612008
-0.3580280356926067,0.5630384897523826
-0.34142816281946664,0.5615981329158788
-0.31594645095371426,0.5601046626202435
-0.2994952716616157,0.5568169310299801
-0.27741531517395956,0.5548163236324657
-0.30957298960475194,0.5594838145144186
-0.35401263397295685,0.5631324352877751
-0.3515169935738156,0.5638884370420565
-0.2379305737239619,0.5499980392102488
-0.19178590689525984,0.5452398670070608
-0.36707321496285994,0.5657079155665787
-0.3731558852232787,0.5669570617964002
-0.31793337177357966,0.5598258014732037
-0.20070771957232633,0.5448623384828933
-0.21402745898313527,0.5470296807596358
-0.26573572364632236,0.5519233098868228
-0.3645282721520185,0.5660761617931754
-0.3200285853799718,0.5606306169609038
-0.259869273815789,0.553244678297389
-0.3805092751680384,0.5661125180160277
-0.23142409400591488,0.5492433386883713
-0.23854840744268005,0.5508502610858425
-0.3085603341465975,0.5594976425313278
-0.30445952675478843,0.5571378991955558
-0.3599927683313163,0.5656807109022884
-0.2933793240156712,0.5565353065599441
-0.3349391851864031,0.5622194487650142
-0.3285184663138499,0.5600565871272004
-0.2608661189800173,0.5526746160529565
-0.41752312289457205,0.5718490772996095
-0.43507015541003086,0.5750437137421186
-0.2465384530432265,0.5520038169925441
-0.3687787027466776,0.5663977672972146
-0.12909557459744547,0.5377224178090109
-0.12854849184912986,0.5360077904146655
-0.2522128213133201,0.552096997575266
-0.24950292950509456,0.5508289521818656
