sigma_pop,f_within_median,f_within_ci_lo,f_within_ci_hi,f_within_ci_width,p_f_gt_005,p_f_gt_010,p_f_gt_020,max_rhat,min_ess_bulk,n_divergences,primary_ci_lo,primary_ci_hi,shift_ci_lo,shift_ci_hi,max_shift,shift_threshold_50pc_width,material_divergence,decision
0.1,0.30451869219736355,0.24338606668519241,0.3727213985515608,0.12933533186636836,1.0,1.0,0.999875,1.0,966.0,0,0.24,0.366,0.0033860666851924237,0.006721398551560787,0.006721398551560787,0.063,False,ROBUST_AT_THIS_SIGMA_POP
0.2,0.3192573930031141,0.2557635041671294,0.3869719089042986,0.13120840473716922,1.0,1.0,0.99975,1.01,988.0,0,0.24,0.366,0.015763504167129405,0.02097190890429862,0.02097190890429862,0.063,False,ROBUST_AT_THIS_SIGMA_POP
0.3,0.3416316437442685,0.2786306137252426,0.41123246216629433,0.13260184844105172,1.0,1.0,1.0,1.01,925.0,0,0.24,0.366,0.038630613725242624,0.04523246216629434,0.04523246216629434,0.063,False,ROBUST_AT_THIS_SIGMA_POP
