alpha_true,q25,q50,q75,q90,q95
0.05,1.1271852085529757,2.1198976516690977,6.622703571590488,9.641139853102528,9.716216185621489
0.3,2.4273378581953753,4.385646355309298,6.825333735740142,9.889018426742975,10.111800382018323
0.5,4.225869437210599,6.885558497786252,9.84425263766715,10.974212602368963,13.519786661344934
0.7,6.5653426271005815,9.776784121027942,12.568443939800096,15.809534509685315,18.42190916998385
0.95,14.993422051912658,21.516654831424802,37.10245832603018,48.11315170347792,49.647539888748376
