stratum,n_cells,w1_q25,w1_median,w1_q75,w1_q90,w1_max
pass-shape (r>=0.95),314,4.018848284452743,7.774594910913116,10.092326849570549,14.460672818321939,35.04221904862277
fail-shape (r<0.95),61,18.355439283821973,33.20374033066332,38.88361086282886,49.356124636558334,57.4192562206779
