cell_id,alpha_true,mean_alpha_median,median_alpha_median,std_alpha_median,n_reps,shape_name,tier_weights_name,n,bias
shape=regnal_cluster_alpha=0.05_tier=century_heavy_N=2000,0.05,0.2359746295180602,0.23778209920609544,0.026311931950776104,100,regnal_cluster,century_heavy,2000,0.1859746295180602
shape=regnal_cluster_alpha=0.05_tier=century_heavy_N=50000,0.05,0.25812994200110273,0.25911208260978486,0.00885392042907035,100,regnal_cluster,century_heavy,50000,0.20812994200110274
shape=regnal_cluster_alpha=0.05_tier=half_century_heavy_N=10000,0.05,0.2482480681148694,0.2501667183309577,0.015201059496447874,100,regnal_cluster,half_century_heavy,10000,0.1982480681148694
shape=regnal_cluster_alpha=0.05_tier=half_century_heavy_N=2000,0.05,0.22575625293667095,0.22566397725553275,0.024990913556569416,100,regnal_cluster,half_century_heavy,2000,0.17575625293667096
shape=regnal_cluster_alpha=0.05_tier=half_century_heavy_N=50000,0.05,0.2587240204572429,0.2590740010266226,0.007637221917394313,100,regnal_cluster,half_century_heavy,50000,0.20872402045724292
shape=regnal_cluster_alpha=0.05_tier=pilot_proxy_N=10000,0.05,0.24734178948223945,0.2468535778588316,0.014408256647167323,100,regnal_cluster,pilot_proxy,10000,0.19734178948223946
shape=regnal_cluster_alpha=0.05_tier=pilot_proxy_N=2000,0.05,0.23401023590352818,0.2332832260700688,0.023918204157013484,100,regnal_cluster,pilot_proxy,2000,0.18401023590352816
shape=regnal_cluster_alpha=0.05_tier=pilot_proxy_N=50000,0.05,0.2588400030839978,0.2595674611860772,0.007508400387355292,100,regnal_cluster,pilot_proxy,50000,0.2088400030839978
shape=regnal_cluster_alpha=0.05_tier=reign_heavy_N=10000,0.05,0.2486638000227545,0.24922538521433998,0.015074140615242634,100,regnal_cluster,reign_heavy,10000,0.19866380002275452
shape=regnal_cluster_alpha=0.05_tier=reign_heavy_N=2000,0.05,0.2353312751871202,0.23410303945669983,0.024970855382210073,100,regnal_cluster,reign_heavy,2000,0.18533127518712017
shape=regnal_cluster_alpha=0.05_tier=reign_heavy_N=50000,0.05,0.2576608883149511,0.2578628540410069,0.00889020485959975,100,regnal_cluster,reign_heavy,50000,0.2076608883149511
shape=regnal_cluster_alpha=0.05_tier=uniform_N=10000,0.05,0.24998962647394898,0.2518989394389068,0.01336771792411638,100,regnal_cluster,uniform,10000,0.19998962647394897
shape=regnal_cluster_alpha=0.05_tier=uniform_N=2000,0.05,0.23168171181246927,0.2307038302266744,0.025191629367653942,100,regnal_cluster,uniform,2000,0.18168171181246928
shape=regnal_cluster_alpha=0.05_tier=uniform_N=50000,0.05,0.2570187431540372,0.25842329971452604,0.00930854135928768,100,regnal_cluster,uniform,50000,0.20701874315403723
shape=regnal_cluster_alpha=0.30_tier=century_heavy_N=10000,0.3,0.43975308558108794,0.4423239930185521,0.01650848191053574,100,regnal_cluster,century_heavy,10000,0.13975308558108795
shape=regnal_cluster_alpha=0.30_tier=century_heavy_N=2000,0.3,0.4250833782100863,0.4244203428550777,0.03180620955458877,100,regnal_cluster,century_heavy,2000,0.1250833782100863
shape=regnal_cluster_alpha=0.30_tier=century_heavy_N=50000,0.3,0.45041777718108306,0.4508114342288239,0.00882730241147954,100,regnal_cluster,century_heavy,50000,0.15041777718108307
shape=regnal_cluster_alpha=0.30_tier=half_century_heavy_N=10000,0.3,0.43433303007397234,0.4344601620336815,0.015090641778163915,100,regnal_cluster,half_century_heavy,10000,0.13433303007397235
shape=regnal_cluster_alpha=0.30_tier=half_century_heavy_N=2000,0.3,0.397040711067085,0.39699952179173253,0.036311361644604696,100,regnal_cluster,half_century_heavy,2000,0.097040711067085
shape=regnal_cluster_alpha=0.30_tier=half_century_heavy_N=50000,0.3,0.44920203948747955,0.44873692855745456,0.008154978052391109,100,regnal_cluster,half_century_heavy,50000,0.14920203948747957
shape=regnal_cluster_alpha=0.30_tier=pilot_proxy_N=10000,0.3,0.4413681487581572,0.4417693475713078,0.015847088396231473,100,regnal_cluster,pilot_proxy,10000,0.14136814875815723
shape=regnal_cluster_alpha=0.30_tier=pilot_proxy_N=2000,0.3,0.4158494504627575,0.41870255814817603,0.028147862679633675,100,regnal_cluster,pilot_proxy,2000,0.11584945046275752
shape=regnal_cluster_alpha=0.30_tier=pilot_proxy_N=50000,0.3,0.44878018749851867,0.45032114934164363,0.009747094023049935,100,regnal_cluster,pilot_proxy,50000,0.14878018749851868
shape=regnal_cluster_alpha=0.30_tier=reign_heavy_N=10000,0.3,0.4406711285816637,0.44216531793290803,0.014405921074572732,100,regnal_cluster,reign_heavy,10000,0.1406711285816637
shape=regnal_cluster_alpha=0.30_tier=reign_heavy_N=2000,0.3,0.42313187675629416,0.42466212270551285,0.02727175795096366,100,regnal_cluster,reign_heavy,2000,0.12313187675629417
shape=regnal_cluster_alpha=0.30_tier=reign_heavy_N=50000,0.3,0.4519581380948025,0.4519031046123036,0.008542887351110187,100,regnal_cluster,reign_heavy,50000,0.15195813809480252
shape=regnal_cluster_alpha=0.30_tier=uniform_N=10000,0.3,0.43753573969442777,0.4381079198601158,0.015878424038944322,100,regnal_cluster,uniform,10000,0.13753573969442778
shape=regnal_cluster_alpha=0.30_tier=uniform_N=2000,0.3,0.41045708707131806,0.4134595692146614,0.033637008268963035,100,regnal_cluster,uniform,2000,0.11045708707131807
shape=regnal_cluster_alpha=0.30_tier=uniform_N=50000,0.3,0.44943870234558003,0.4489777746654177,0.00817636899076812,100,regnal_cluster,uniform,50000,0.14943870234558004
shape=regnal_cluster_alpha=0.50_tier=century_heavy_N=10000,0.5,0.5926797710111704,0.593063749700075,0.01596537961735638,100,regnal_cluster,century_heavy,10000,0.09267977101117042
shape=regnal_cluster_alpha=0.50_tier=century_heavy_N=2000,0.5,0.5685310902119843,0.5697719084622719,0.03731111470277428,100,regnal_cluster,century_heavy,2000,0.06853109021198434
shape=regnal_cluster_alpha=0.50_tier=century_heavy_N=50000,0.5,0.6050424805858919,0.6058011421223981,0.009062040950717633,100,regnal_cluster,century_heavy,50000,0.10504248058589194
shape=regnal_cluster_alpha=0.50_tier=half_century_heavy_N=10000,0.5,0.5780574735593575,0.5784886560635679,0.019070083490465205,100,regnal_cluster,half_century_heavy,10000,0.07805747355935755
shape=regnal_cluster_alpha=0.50_tier=half_century_heavy_N=2000,0.5,0.5566701855151815,0.560540649305852,0.04486579621650363,100,regnal_cluster,half_century_heavy,2000,0.05667018551518155
shape=regnal_cluster_alpha=0.50_tier=half_century_heavy_N=50000,0.5,0.5998299725605137,0.6008997501753341,0.010431448489414,100,regnal_cluster,half_century_heavy,50000,0.09982997256051374
shape=regnal_cluster_alpha=0.50_tier=pilot_proxy_N=10000,0.5,0.5864823288281736,0.5875196911932841,0.01811959457538932,100,regnal_cluster,pilot_proxy,10000,0.08648232882817364
shape=regnal_cluster_alpha=0.50_tier=pilot_proxy_N=2000,0.5,0.5666334240953287,0.5685733533382937,0.044656382665242376,100,regnal_cluster,pilot_proxy,2000,0.06663342409532869
shape=regnal_cluster_alpha=0.50_tier=pilot_proxy_N=50000,0.5,0.6031633603367206,0.6042715477629366,0.008298132853950212,100,regnal_cluster,pilot_proxy,50000,0.10316336033672058
shape=regnal_cluster_alpha=0.50_tier=reign_heavy_N=10000,0.5,0.5924853282185345,0.5922415662691369,0.01747597111982262,100,regnal_cluster,reign_heavy,10000,0.0924853282185345
shape=regnal_cluster_alpha=0.50_tier=reign_heavy_N=2000,0.5,0.5713385682587554,0.5729405679617736,0.03306834234261161,100,regnal_cluster,reign_heavy,2000,0.0713385682587554
shape=regnal_cluster_alpha=0.50_tier=reign_heavy_N=50000,0.5,0.6054689152977456,0.6057338236769847,0.007401484091713296,100,regnal_cluster,reign_heavy,50000,0.1054689152977456
shape=regnal_cluster_alpha=0.50_tier=uniform_N=10000,0.5,0.5859619300172902,0.5885443952838834,0.01905378348792059,100,regnal_cluster,uniform,10000,0.08596193001729024
shape=regnal_cluster_alpha=0.50_tier=uniform_N=2000,0.5,0.5532584227709468,0.5590931708115041,0.049458754825730575,100,regnal_cluster,uniform,2000,0.053258422770946834
shape=regnal_cluster_alpha=0.50_tier=uniform_N=50000,0.5,0.6044913025977833,0.604607127102695,0.008898954460673316,100,regnal_cluster,uniform,50000,0.10449130259778328
shape=regnal_cluster_alpha=0.70_tier=century_heavy_N=10000,0.7,0.7424159034948417,0.7429904306994186,0.018625312811647258,100,regnal_cluster,century_heavy,10000,0.0424159034948417
shape=regnal_cluster_alpha=0.70_tier=century_heavy_N=2000,0.7,0.7061763520497538,0.7143978865349816,0.04886058542257029,100,regnal_cluster,century_heavy,2000,0.006176352049753864
shape=regnal_cluster_alpha=0.70_tier=century_heavy_N=50000,0.7,0.758202706742731,0.7588815368200827,0.008911587638352527,100,regnal_cluster,century_heavy,50000,0.05820270674273109
shape=regnal_cluster_alpha=0.70_tier=half_century_heavy_N=10000,0.7,0.7333533098080995,0.7342755714138092,0.020913565270074135,100,regnal_cluster,half_century_heavy,10000,0.033353309808099585
shape=regnal_cluster_alpha=0.70_tier=half_century_heavy_N=2000,0.7,0.6963008111049355,0.7054333203026626,0.045374254169926666,100,regnal_cluster,half_century_heavy,2000,-0.003699188895064487
shape=regnal_cluster_alpha=0.70_tier=half_century_heavy_N=50000,0.7,0.7524568336663913,0.753537261064209,0.009125118269690258,100,regnal_cluster,half_century_heavy,50000,0.05245683366639131
shape=regnal_cluster_alpha=0.70_tier=pilot_proxy_N=10000,0.7,0.7407519022307768,0.7408979470306425,0.020332578951563936,100,regnal_cluster,pilot_proxy,10000,0.04075190223077685
shape=regnal_cluster_alpha=0.70_tier=pilot_proxy_N=2000,0.7,0.7018130188838723,0.7164632294156325,0.055733396500746296,100,regnal_cluster,pilot_proxy,2000,0.0018130188838723083
shape=regnal_cluster_alpha=0.70_tier=pilot_proxy_N=50000,0.7,0.7576048667285542,0.7582731346584168,0.008421417930031412,100,regnal_cluster,pilot_proxy,50000,0.05760486672855425
shape=regnal_cluster_alpha=0.70_tier=reign_heavy_N=10000,0.7,0.7465512761850087,0.7466511092543632,0.018670591838690673,100,regnal_cluster,reign_heavy,10000,0.04655127618500876
shape=regnal_cluster_alpha=0.70_tier=reign_heavy_N=2000,0.7,0.7298854115126336,0.7336928565852443,0.03331860253102774,100,regnal_cluster,reign_heavy,2000,0.029885411512633686
shape=regnal_cluster_alpha=0.70_tier=reign_heavy_N=50000,0.7,0.7574979256309166,0.7579374312912853,0.00823694081726508,100,regnal_cluster,reign_heavy,50000,0.0574979256309166
shape=regnal_cluster_alpha=0.70_tier=uniform_N=10000,0.7,0.7355788154967768,0.7379807724160916,0.021815874926084444,100,regnal_cluster,uniform,10000,0.03557881549677688
shape=regnal_cluster_alpha=0.70_tier=uniform_N=2000,0.7,0.6962410418690521,0.7008397850378483,0.053936862525067956,100,regnal_cluster,uniform,2000,-0.0037589581309478426
shape=regnal_cluster_alpha=0.70_tier=uniform_N=50000,0.7,0.7557664777319074,0.7559108005558339,0.007332284530874312,100,regnal_cluster,uniform,50000,0.05576647773190746
shape=regnal_cluster_alpha=0.95_tier=century_heavy_N=10000,0.95,0.9039795642456742,0.911489162028337,0.044436661384695535,100,regnal_cluster,century_heavy,10000,-0.046020435754325795
shape=regnal_cluster_alpha=0.95_tier=century_heavy_N=2000,0.95,0.8169924978973634,0.8376840104061098,0.08628841614101963,100,regnal_cluster,century_heavy,2000,-0.13300750210263657
shape=regnal_cluster_alpha=0.95_tier=century_heavy_N=50000,0.95,0.9436102159156701,0.9467085217999985,0.012939621464922267,100,regnal_cluster,century_heavy,50000,-0.006389784084329886
shape=regnal_cluster_alpha=0.95_tier=half_century_heavy_N=10000,0.95,0.9162777102437668,0.9209532315226674,0.032307980138586295,100,regnal_cluster,half_century_heavy,10000,-0.03372228975623315
shape=regnal_cluster_alpha=0.95_tier=half_century_heavy_N=2000,0.95,0.8565510633145199,0.8653776430294737,0.05928793171670091,100,regnal_cluster,half_century_heavy,2000,-0.09344893668548004
shape=regnal_cluster_alpha=0.95_tier=half_century_heavy_N=50000,0.95,0.9422659372810618,0.9440285171882433,0.012012224108552837,100,regnal_cluster,half_century_heavy,50000,-0.007734062718938173
shape=regnal_cluster_alpha=0.95_tier=pilot_proxy_N=10000,0.95,0.9087622926417898,0.9195425695139179,0.04376851322057273,100,regnal_cluster,pilot_proxy,10000,-0.041237707358210196
shape=regnal_cluster_alpha=0.95_tier=pilot_proxy_N=2000,0.95,0.8295513271534118,0.8458844863396446,0.09772217180141232,100,regnal_cluster,pilot_proxy,2000,-0.12044867284658811
shape=regnal_cluster_alpha=0.95_tier=pilot_proxy_N=50000,0.95,0.9417844768543004,0.9442456544223139,0.01253559107704837,100,regnal_cluster,pilot_proxy,50000,-0.00821552314569951
shape=regnal_cluster_alpha=0.95_tier=reign_heavy_N=10000,0.95,0.9278196612141596,0.9325888852613424,0.031060173203506302,100,regnal_cluster,reign_heavy,10000,-0.02218033878584036
shape=regnal_cluster_alpha=0.95_tier=reign_heavy_N=2000,0.95,0.8831584688462347,0.8905859245605342,0.03967727634052508,100,regnal_cluster,reign_heavy,2000,-0.06684153115376523
shape=regnal_cluster_alpha=0.95_tier=reign_heavy_N=50000,0.95,0.9502162322546684,0.951764660942654,0.009488127225980346,100,regnal_cluster,reign_heavy,50000,0.00021623225466849139
shape=regnal_cluster_alpha=0.95_tier=uniform_N=10000,0.95,0.904805241021887,0.9135389564070187,0.044619456173183684,100,regnal_cluster,uniform,10000,-0.04519475897811298
shape=regnal_cluster_alpha=0.95_tier=uniform_N=2000,0.95,0.8430489253730675,0.860967034322433,0.0750178561674676,100,regnal_cluster,uniform,2000,-0.10695107462693243
shape=regnal_cluster_alpha=0.95_tier=uniform_N=50000,0.95,0.9438132020386216,0.9467960272447618,0.012162269830676642,100,regnal_cluster,uniform,50000,-0.006186797961378332
shape=rise_and_fall_alpha=0.05_tier=century_heavy_N=10000,0.05,0.05226438964568692,0.05104203203401915,0.014394931539427735,100,rise_and_fall,century_heavy,10000,0.002264389645686919
shape=rise_and_fall_alpha=0.05_tier=century_heavy_N=2000,0.05,0.08103444183854353,0.07729651549941233,0.021056504624608233,100,rise_and_fall,century_heavy,2000,0.031034441838543522
shape=rise_and_fall_alpha=0.05_tier=century_heavy_N=50000,0.05,0.03292557548382277,0.03153385012263295,0.008291407464394319,100,rise_and_fall,century_heavy,50000,-0.01707442451617723
shape=rise_and_fall_alpha=0.05_tier=half_century_heavy_N=10000,0.05,0.08457352802018389,0.08437056188491115,0.022763948777133343,100,rise_and_fall,half_century_heavy,10000,0.03457352802018389
shape=rise_and_fall_alpha=0.05_tier=half_century_heavy_N=2000,0.05,0.11350224713382472,0.11041896125745145,0.03705790101046988,100,rise_and_fall,half_century_heavy,2000,0.06350224713382471
shape=rise_and_fall_alpha=0.05_tier=half_century_heavy_N=50000,0.05,0.06720919903038355,0.06591778143475177,0.014874347946168346,100,rise_and_fall,half_century_heavy,50000,0.01720919903038355
shape=rise_and_fall_alpha=0.05_tier=pilot_proxy_N=10000,0.05,0.05840110257079296,0.055287901420723026,0.01844037926482926,100,rise_and_fall,pilot_proxy,10000,0.008401102570792955
shape=rise_and_fall_alpha=0.05_tier=pilot_proxy_N=2000,0.05,0.09500649255095737,0.08900576658402333,0.029484883751614697,100,rise_and_fall,pilot_proxy,2000,0.04500649255095737
shape=rise_and_fall_alpha=0.05_tier=pilot_proxy_N=50000,0.05,0.04052367892784464,0.038842572402381315,0.011364221486403455,100,rise_and_fall,pilot_proxy,50000,-0.009476321072155361
shape=rise_and_fall_alpha=0.05_tier=reign_heavy_N=10000,0.05,0.09389469498160713,0.09262858768878825,0.02129478817388863,100,rise_and_fall,reign_heavy,10000,0.04389469498160713
shape=rise_and_fall_alpha=0.05_tier=reign_heavy_N=2000,0.05,0.11725410688875522,0.11880354138127765,0.0323110696624305,100,rise_and_fall,reign_heavy,2000,0.06725410688875522
shape=rise_and_fall_alpha=0.05_tier=reign_heavy_N=50000,0.05,0.07305876432763486,0.07179715647389395,0.01099874488035615,100,rise_and_fall,reign_heavy,50000,0.02305876432763486
shape=rise_and_fall_alpha=0.05_tier=uniform_N=10000,0.05,0.07795531607236132,0.0781991711262457,0.019299667063451934,100,rise_and_fall,uniform,10000,0.02795531607236132
shape=rise_and_fall_alpha=0.05_tier=uniform_N=2000,0.05,0.10414677165208387,0.10120339479675382,0.03190906681953585,100,rise_and_fall,uniform,2000,0.05414677165208387
shape=rise_and_fall_alpha=0.05_tier=uniform_N=50000,0.05,0.057941664654512365,0.058718860405629306,0.010680610154973864,100,rise_and_fall,uniform,50000,0.007941664654512362
shape=rise_and_fall_alpha=0.30_tier=century_heavy_N=10000,0.3,0.1584679819492415,0.15924894746612844,0.030398756028306235,100,rise_and_fall,century_heavy,10000,-0.1415320180507585
shape=rise_and_fall_alpha=0.30_tier=century_heavy_N=2000,0.3,0.18441456580736618,0.1801808852689672,0.03705799316265801,100,rise_and_fall,century_heavy,2000,-0.11558543419263381
shape=rise_and_fall_alpha=0.30_tier=century_heavy_N=50000,0.3,0.18767083329858358,0.18687793938700095,0.023051472602359006,100,rise_and_fall,century_heavy,50000,-0.1123291667014164
shape=rise_and_fall_alpha=0.30_tier=half_century_heavy_N=10000,0.3,0.2592491439775177,0.2612068535403239,0.02293414629244907,100,rise_and_fall,half_century_heavy,10000,-0.040750856022482296
shape=rise_and_fall_alpha=0.30_tier=half_century_heavy_N=2000,0.3,0.28929902980400585,0.29606423705720675,0.04332974560262621,100,rise_and_fall,half_century_heavy,2000,-0.010700970195994142
shape=rise_and_fall_alpha=0.30_tier=half_century_heavy_N=50000,0.3,0.24952705793168295,0.2503911877896272,0.015668624948307182,100,rise_and_fall,half_century_heavy,50000,-0.05047294206831704
shape=rise_and_fall_alpha=0.30_tier=pilot_proxy_N=10000,0.3,0.15790900443623357,0.15455097456980826,0.034879388095843455,100,rise_and_fall,pilot_proxy,10000,-0.14209099556376642
shape=rise_and_fall_alpha=0.30_tier=pilot_proxy_N=2000,0.3,0.18836477855800615,0.18803292295950355,0.039876674946538876,100,rise_and_fall,pilot_proxy,2000,-0.11163522144199384
shape=rise_and_fall_alpha=0.30_tier=pilot_proxy_N=50000,0.3,0.18306982523022788,0.18476149725825564,0.0330391417383406,100,rise_and_fall,pilot_proxy,50000,-0.1169301747697721
shape=rise_and_fall_alpha=0.30_tier=reign_heavy_N=10000,0.3,0.27091940788726576,0.2684741697801475,0.018077821207406378,100,rise_and_fall,reign_heavy,10000,-0.029080592112734227
shape=rise_and_fall_alpha=0.30_tier=reign_heavy_N=2000,0.3,0.30445452570885106,0.30519095327923185,0.03396865736808503,100,rise_and_fall,reign_heavy,2000,0.004454525708851076
shape=rise_and_fall_alpha=0.30_tier=reign_heavy_N=50000,0.3,0.25673717587542566,0.25522591917292176,0.013330665746240918,100,rise_and_fall,reign_heavy,50000,-0.04326282412457433
shape=rise_and_fall_alpha=0.30_tier=uniform_N=10000,0.3,0.2154977877839037,0.21372813912175898,0.024864104176117983,100,rise_and_fall,uniform,10000,-0.0845022122160963
shape=rise_and_fall_alpha=0.30_tier=uniform_N=2000,0.3,0.2402751317638777,0.2367086635937357,0.041222626442284235,100,rise_and_fall,uniform,2000,-0.0597248682361223
shape=rise_and_fall_alpha=0.30_tier=uniform_N=50000,0.3,0.20937319392897863,0.20821894244944172,0.023477694385956486,100,rise_and_fall,uniform,50000,-0.09062680607102136
shape=rise_and_fall_alpha=0.50_tier=century_heavy_N=10000,0.5,0.34181424987981374,0.3432077548392236,0.0457662113421835,100,rise_and_fall,century_heavy,10000,-0.15818575012018626
shape=rise_and_fall_alpha=0.50_tier=century_heavy_N=2000,0.5,0.3052705278915138,0.30863742836924835,0.05749624808484681,100,rise_and_fall,century_heavy,2000,-0.19472947210848618
shape=rise_and_fall_alpha=0.50_tier=century_heavy_N=50000,0.5,0.3900718085852985,0.3928658662145734,0.029012644534942553,100,rise_and_fall,century_heavy,50000,-0.1099281914147015
shape=rise_and_fall_alpha=0.50_tier=half_century_heavy_N=10000,0.5,0.42338784586898615,0.421397952781441,0.031524827161947315,100,rise_and_fall,half_century_heavy,10000,-0.07661215413101385
shape=rise_and_fall_alpha=0.50_tier=half_century_heavy_N=2000,0.5,0.46192467542189214,0.46195891057539595,0.04084230367350757,100,rise_and_fall,half_century_heavy,2000,-0.03807532457810786
shape=rise_and_fall_alpha=0.50_tier=half_century_heavy_N=50000,0.5,0.42300255589118213,0.42174721536389814,0.02153164431164409,100,rise_and_fall,half_century_heavy,50000,-0.07699744410881787
shape=rise_and_fall_alpha=0.50_tier=pilot_proxy_N=10000,0.5,0.3294325430091821,0.32693500295443567,0.05120605709624558,100,rise_and_fall,pilot_proxy,10000,-0.17056745699081788
shape=rise_and_fall_alpha=0.50_tier=pilot_proxy_N=2000,0.5,0.3060401617727026,0.2981396812293219,0.0629942355850569,100,rise_and_fall,pilot_proxy,2000,-0.1939598382272974
shape=rise_and_fall_alpha=0.50_tier=pilot_proxy_N=50000,0.5,0.3878486027204001,0.38893201198778427,0.03162280686356615,100,rise_and_fall,pilot_proxy,50000,-0.11215139727959988
shape=rise_and_fall_alpha=0.50_tier=reign_heavy_N=10000,0.5,0.4393371682503037,0.4381704857643123,0.02454489210803636,100,rise_and_fall,reign_heavy,10000,-0.06066283174969628
shape=rise_and_fall_alpha=0.50_tier=reign_heavy_N=2000,0.5,0.46988908343591945,0.4663216075273202,0.034105641293872224,100,rise_and_fall,reign_heavy,2000,-0.030110916564080548
shape=rise_and_fall_alpha=0.50_tier=reign_heavy_N=50000,0.5,0.42725768182551,0.426685513786887,0.01819710291667348,100,rise_and_fall,reign_heavy,50000,-0.07274231817449
shape=rise_and_fall_alpha=0.50_tier=uniform_N=10000,0.5,0.37552247640398273,0.37060950826046013,0.042284779680093885,100,rise_and_fall,uniform,10000,-0.12447752359601727
shape=rise_and_fall_alpha=0.50_tier=uniform_N=2000,0.5,0.37749828827056736,0.37954963669886377,0.04800607583810917,100,rise_and_fall,uniform,2000,-0.12250171172943264
shape=rise_and_fall_alpha=0.50_tier=uniform_N=50000,0.5,0.399892967863995,0.4031115475685789,0.02845491840406493,100,rise_and_fall,uniform,50000,-0.10010703213600503
shape=rise_and_fall_alpha=0.70_tier=century_heavy_N=10000,0.7,0.5637077474906973,0.5609363181053004,0.06403706309210284,100,rise_and_fall,century_heavy,10000,-0.13629225250930266
shape=rise_and_fall_alpha=0.70_tier=century_heavy_N=2000,0.7,0.49656541946143645,0.5048438279777727,0.08421359887197402,100,rise_and_fall,century_heavy,2000,-0.2034345805385635
shape=rise_and_fall_alpha=0.70_tier=century_heavy_N=50000,0.7,0.6080882170382349,0.6099353049591036,0.02719572958739655,100,rise_and_fall,century_heavy,50000,-0.09191178296176505
shape=rise_and_fall_alpha=0.70_tier=half_century_heavy_N=10000,0.7,0.607648324785917,0.6083278193895636,0.03869335907362209,100,rise_and_fall,half_century_heavy,10000,-0.09235167521408294
shape=rise_and_fall_alpha=0.70_tier=half_century_heavy_N=2000,0.7,0.6251888619500626,0.6186307797044974,0.054932207774818276,100,rise_and_fall,half_century_heavy,2000,-0.07481113804993733
shape=rise_and_fall_alpha=0.70_tier=half_century_heavy_N=50000,0.7,0.627611652203191,0.6307364679071336,0.02739137257952983,100,rise_and_fall,half_century_heavy,50000,-0.07238834779680892
shape=rise_and_fall_alpha=0.70_tier=pilot_proxy_N=10000,0.7,0.5659611292835095,0.5691567638132683,0.051311649950879494,100,rise_and_fall,pilot_proxy,10000,-0.13403887071649045
shape=rise_and_fall_alpha=0.70_tier=pilot_proxy_N=2000,0.7,0.4956015452386449,0.49976261723453275,0.0971417848979708,100,rise_and_fall,pilot_proxy,2000,-0.20439845476135504
shape=rise_and_fall_alpha=0.70_tier=pilot_proxy_N=50000,0.7,0.6078540467661863,0.6119045878633282,0.02771974374334328,100,rise_and_fall,pilot_proxy,50000,-0.0921459532338137
shape=rise_and_fall_alpha=0.70_tier=reign_heavy_N=10000,0.7,0.629549805298035,0.629546547927965,0.031800625102610225,100,rise_and_fall,reign_heavy,10000,-0.07045019470196501
shape=rise_and_fall_alpha=0.70_tier=reign_heavy_N=2000,0.7,0.6490692538967464,0.6504889465056515,0.04276974250483308,100,rise_and_fall,reign_heavy,2000,-0.050930746103253544
shape=rise_and_fall_alpha=0.70_tier=reign_heavy_N=50000,0.7,0.6292527493754556,0.6318877301051692,0.025185210728137016,100,rise_and_fall,reign_heavy,50000,-0.07074725062454434
shape=rise_and_fall_alpha=0.70_tier=uniform_N=10000,0.7,0.5846083875307446,0.5887468494786445,0.046741518283359394,100,rise_and_fall,uniform,10000,-0.11539161246925533
shape=rise_and_fall_alpha=0.70_tier=uniform_N=2000,0.7,0.5694015217611174,0.570590302391477,0.06606137462113558,100,rise_and_fall,uniform,2000,-0.1305984782388826
shape=rise_and_fall_alpha=0.70_tier=uniform_N=50000,0.7,0.6151197882379799,0.6185024919179747,0.028615868896270918,100,rise_and_fall,uniform,50000,-0.0848802117620201
shape=rise_and_fall_alpha=0.95_tier=century_heavy_N=10000,0.95,0.8902265523402373,0.8930897280105301,0.04742401714756738,100,rise_and_fall,century_heavy,10000,-0.05977344765976267
shape=rise_and_fall_alpha=0.95_tier=century_heavy_N=2000,0.95,0.8057248486091426,0.8351898027593925,0.10602585455584618,100,rise_and_fall,century_heavy,2000,-0.14427515139085734
shape=rise_and_fall_alpha=0.95_tier=century_heavy_N=50000,0.95,0.9144512121382278,0.916825030802936,0.020241656822232564,100,rise_and_fall,century_heavy,50000,-0.03554878786177218
shape=rise_and_fall_alpha=0.95_tier=half_century_heavy_N=10000,0.95,0.9062220923844474,0.9162302726313203,0.03719509083720308,100,rise_and_fall,half_century_heavy,10000,-0.04377790761555256
shape=rise_and_fall_alpha=0.95_tier=half_century_heavy_N=2000,0.95,0.8637584984040265,0.8704346887748562,0.04628004526028035,100,rise_and_fall,half_century_heavy,2000,-0.08624150159597344
shape=rise_and_fall_alpha=0.95_tier=half_century_heavy_N=50000,0.95,0.9249652731350609,0.9273069650361503,0.017794082245468447,100,rise_and_fall,half_century_heavy,50000,-0.025034726864939016
shape=rise_and_fall_alpha=0.95_tier=pilot_proxy_N=10000,0.95,0.8921186388108521,0.9012913737021692,0.04380835662995438,100,rise_and_fall,pilot_proxy,10000,-0.057881361189147884
shape=rise_and_fall_alpha=0.95_tier=pilot_proxy_N=2000,0.95,0.8178890036256986,0.8500214119574984,0.09200670313080964,100,rise_and_fall,pilot_proxy,2000,-0.13211099637430135
shape=rise_and_fall_alpha=0.95_tier=pilot_proxy_N=50000,0.95,0.9156566300866327,0.9178219300748831,0.01962508182709951,100,rise_and_fall,pilot_proxy,50000,-0.03434336991336728
shape=rise_and_fall_alpha=0.95_tier=reign_heavy_N=10000,0.95,0.9144781022891227,0.9221680685455547,0.036062025167117887,100,rise_and_fall,reign_heavy,10000,-0.035521897710877215
shape=rise_and_fall_alpha=0.95_tier=reign_heavy_N=2000,0.95,0.8773102016926374,0.8883637060101819,0.0453493232934259,100,rise_and_fall,reign_heavy,2000,-0.07268979830736255
shape=rise_and_fall_alpha=0.95_tier=reign_heavy_N=50000,0.95,0.9280534652776272,0.9300458545936636,0.01904624449409134,100,rise_and_fall,reign_heavy,50000,-0.021946534722372735
shape=rise_and_fall_alpha=0.95_tier=uniform_N=10000,0.95,0.9024666602382786,0.9115824897804718,0.03839658958569561,100,rise_and_fall,uniform,10000,-0.04753333976172136
shape=rise_and_fall_alpha=0.95_tier=uniform_N=2000,0.95,0.8429602713322926,0.8637286337460515,0.07192695342688626,100,rise_and_fall,uniform,2000,-0.10703972866770739
