alpha_true,n_cells,median,mean,min,max
0.05,15,0.43234522037375667,0.602428554064892,0.16301588442959575,1.5889709073339253
0.3,15,0.4840063447393581,0.7646324883266202,0.22122345310224098,1.7328541182774957
0.5,15,0.7839672806960137,1.06596843504857,0.3110782412344547,2.255686368477732
0.7,15,1.3920972250180554,1.7890344557559967,0.4282732406546237,4.221874044587127
0.95,15,5.688196346621013,5.470411214220122,3.572046311304745,7.255849727205009
